ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_MONOVALENT,E_DIVALENT,I_MONOVALENT,I_DIVALENT,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S31_002,51,10,51,4.889961394,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,27,972.31,93.83,2.95,3.05,82,3.1,14.9,0.49,0.44,7.87,8,1.21,0.68,3.05,2.73,5.96,13.76,7.93,16.49,0.74,0.83,0.24,5.72,1.23,12.53,38,0,25,11,0,27,50,0,25,14,0,11,SM,SM
S31_005,41,96,41,1.398697917,one,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,4859.47,83.23,7.3,9.46,79.83,6.93,13.24,0.47,0.4,5.7,6.14,1.92,0.56,9.46,4.69,11.12,15.94,19.82,20.63,0.56,0.76,0.24,10.88,0.44,15.48,89,0,0,6,0,6,86,0,0,6,0,8,SM,SM
S36_001,48,18,48,4.230642504,one,ents,aqu,Psamm,Lithic,Paludal Deposits,PD,5,55950.01,94.79,2.68,2.53,89.2,0.1,10.7,0.39,0.39,8.22,8,0.15,0.13,2.53,1.34,17.72,27.69,17.78,29.03,1,0.95,11.05,6.67,16.59,11.1,69,0,0,13,0,18,71,0,0,14,0,15,SM,SM
S38_003,89,73,89,9.299019322,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,WD,152,12204.36,94.39,4.01,1.6,81.05,4.09,14.86,0.38,0.36,5.46,5.44,0.29,0.09,1.6,3.78,1.67,7.64,3.5,11.42,0.39,0.67,0.08,1.59,0.13,7.51,38,0,20,19,0,23,56,0,21,17,0,7,SM,SM
S38_004,43,160,43,5.3022679,one,alfs,ud,Hapl,Typic,Decomposition Residuum,WD,250,12241.97,93.21,4.87,1.92,85.7,4.14,10.16,0.39,0.4,5.04,4.54,0.28,0.07,1.92,4.88,0.71,4.15,3,9.01,0.23,0.5,0.07,0.64,0.09,4.06,47,0,24,16,0,13,83,0,0,12,0,6,SM,SM
S40_008,30,173,30,5.301833724,one,alfs,aqu,Endo,Umbric,Solution Residuum,PD,0,4472.13,87.57,6.86,5.57,63.68,6.78,29.53,0.37,0.39,4.7,4.54,1.15,0.13,5.57,20.65,3.42,14.28,11.39,34.93,0.3,0.4,0.15,3.27,0.5,13.77,79,0,0,7,0,14,95,0,0,0,0,5,SM,SM
S43_006,10,152,12,2.76917293,one,alfs,aqu,Endo,Umbric,Marine Deposits,VPD,12,1586.82,62.9,30.1,7,70.66,9.96,19.38,0.71,0.47,5.1,6.81,7.08,1.77,7,10.1,17.53,23.47,52.05,33.57,0.34,0.71,0.51,17.02,0.2,23.26,94,0,0,2,0,4,67,0,0,19,0,14,SM,SM
S43_017,33,99,33,4.569963361,one,alfs,aqu,Endo,Arenic,Eolian,PD,13,3195.21,96.89,1.73,1.38,90.12,2.43,7.45,0.49,0.4,6.34,8.52,0.76,0.18,1.38,0.93,4.01,17.6,6.41,18.53,0.46,0.95,0.06,3.94,0.46,17.14,61,0,0,10,0,29,70,0,0,7,0,24,SM,SM
S43_027,81,112,81,2.574915054,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,15,1777.31,92.31,2.96,4.72,83.17,4.67,12.16,0.41,0.34,8.02,7.89,0.4,0.23,4.72,1.4,11.45,15.87,11.7,17.27,0.97,0.91,0.14,11.32,0.27,15.59,82,0,0,7,0,11,91,0,0,5,0,4,SM,SM
S43_028,74,58,74,5.488690155,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,0,1635.9,94.26,3.17,2.57,82.2,3.7,14.1,0.46,0.35,4.36,3.7,1.17,0.18,2.57,3.75,1.15,5.65,3.34,9.4,0.46,0.6,0.2,0.95,0.48,5.17,82,0,0,9,0,9,88,0,0,4,0,8,SM,SM
S50_031,76,76,76,6.800167225,one,alfs,aqu,Endo,Arenic,Marine Deposits,VPD,0,33007.64,97.08,1.35,1.57,88.95,0.35,10.7,0.4,0.4,5.58,5.44,0.62,0.43,1.57,3.38,0.72,4.42,2.56,7.81,0.29,0.58,0.06,0.66,0.16,4.27,40,0,27,9,0,24,86,0,0,14,0,0,SM,SM
S54_006,140,63,140,8.206827738,one,alfs,aqu,Endo,Grossarenic,Marine Deposits,PD,15,6371.4,91.19,6.58,2.23,74.3,7.42,18.28,0.44,0.41,5.54,5.74,0.45,0.19,2.23,5.54,1.33,10.71,3.03,16.25,0.39,0.66,0.04,1.29,0.26,10.45,38,0,27,20,0,15,84,0,0,12,0,4,SM,SM
S55_003,33,53,33,1.082508579,one,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,419.2,73.62,10.27,16.11,76.56,6,17.44,0.69,0.38,5.69,6.89,5.96,0.26,16.11,4.88,24.11,13.71,41.45,18.59,0.63,0.74,5.68,18.43,1.41,12.3,88,0,0,0,0,12,96,0,0,2,0,2,SM,SM
S56_004,58,33,58,1.344477281,two,ents,aqu,Hydr,Typic,Marine Deposits,VPD,0,125.86,75.66,5.67,18.67,67.2,7.7,25.1,0.62,0.46,7.39,7.9,2.68,2.69,18.67,2.4,31.57,32.7,37.28,35.1,0.85,0.93,11.44,20.12,5.4,27.3,58,0,32,5,0,7,82,0,14,2,0,2,SM,SM
S56_005,25,5,25,3.577235772,one,alfs,aqu,Endo,Lithic,Marine Deposits,PD,20,5512.94,94.64,2.9,2.46,88.6,2.6,8.8,0.42,0.32,6.08,7,0.66,0.42,2.46,3.4,2.4,2.5,5.2,5.9,0.47,0.42,0.48,1.92,0.6,1.9,68,0,18,7,0,7,85,0,10,5,0,0,SM,SM
S56_018,36,167,36,15.72097042,one,alfs,aqu,Gloss,Arenic,Marine Deposits,PD,13,7472.92,97.19,1.96,0.81,83.57,3.72,12.71,0.46,0.38,5.28,7.59,0.28,0.14,0.81,1.88,0.26,18.68,2.58,20.55,0.09,0.89,0.04,0.22,1.18,17.5,74,0,10,13,0,0,51,0,26,15,0,6,SM,SM
S64_020,38,94,38,1.793391846,one,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,1129.9,77.66,12.59,9.75,72.31,10.21,17.48,0.61,0.41,6.58,7.53,4.67,0.62,9.75,2.35,26.56,31.23,38.17,33.58,0.74,0.93,2.92,23.64,3.62,27.6,90,0,4,2,0,4,80,0,0,13,0,7,SM,SM
S65_006,25,69,25,6.70199726,one,alfs,aqu,Alb,Typic,Decomposition Residuum,PD,13,14294.94,90.03,5.95,4.02,61.85,11.21,26.94,0.45,0.45,5.99,7.64,0.96,0.29,4.02,5.14,7.29,46.91,9.48,52.05,0.82,0.9,0.13,7.15,0.32,46.59,62,0,28,5,0,5,69,0,23,2,0,6,SM,SM
