ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_pHKCL,I_pHKCL,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S54_008,102,101,102,8.314718427,one,ults,ud,Pale,Grossarenic,Paludal Deposits,WD,250,6109.027016,95.08039216,2.191176471,2.728431372,73.86633664,3.447524752,22.68613861,0.4466,0.37573,6.0103,5.0682,4.5729,4.3841,0.31776,0.09674,2.7255,2.05419,0.30519,0.65011,2.33043,2.7043,0.111197,0.244191,0,0,20,75,0,5,0,0,12,85,0,4,KA,KA
S54_009,168,35,168,12.59271255,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,127,4737.360629,94.95535714,3.574404762,1.470238095,75.28571429,6.200000001,18.51428571,0.40156,0.33428,5.2665,4.8858,4.749,3.9858,0.21578,0.08,1.4698,7.02446,0.12594,0.60428,1.11008,7.62874,0.218816,0.087018,9,0,30,14,0,48,25,0,16,51,0,8,QZ,KA
S54_013,165,38,165,10.00386998,one,alfs,ud,Pale,Aquic,Marine Deposits,SPD,76,10761.29034,93.24242415,5.459393934,1.298181817,82.68947368,4.32368421,12.98684211,0.4189,0.33658,5.8682,5.6052,5.5165,5.371,0.0947,0.04684,1.297,2.3686,0.4879,1.44848,1.17974,3.81708,0.561045,0.393594,14,0,31,37,0,18,9,0,12,72,0,7,MIXED,KA
S54_019,68,135,68,6.548907883,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,68,5909.701964,89.15441176,7.920588236,2.925,74.52592592,6.318518518,19.15555556,0.41882,0.35809,4.869,4.9636,4.4912,4.1947,0.68958,0.12683,2.9252,7.8267,0.5785,0.89978,4.94344,8.72648,0.101508,0.103131,25,0,28,24,0,23,41,0,11,40,0,7,MIXED,MIXED
S54_021,84,76,84,11.81690141,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,13,8425.163698,93.60714295,4.617857147,1.775000002,74.91710534,4.107894741,20.97500002,0.43794,0.46645,4.7285,3.9816,4.2221,4.1671,0.51934,0.4529,1.7768,8.88225,1.03847,2.83765,2.90136,11.7199,0.275401,0.274569,31,0,16,16,0,37,44,0,20,24,0,12,MIXED,SM
S55_003,33,53,33,1.082508579,one,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,419.1954674,73.62121212,10.26666667,16.11212121,76.55849056,6,17.44150944,0.68726,0.38,5.694,6.8925,5.0516,5.7925,5.95504,0.2585,16.1116,4.8806,24.10956,13.7082,41.45126,18.5888,0.625236,0.738285,88,0,0,0,0,12,96,0,0,2,0,2,SM,SM
S55_008,68,135,70,4.109619792,one,alfs,aqu,Endo,Grossarenic,Marine Deposits,PD,2,2509.754419,95.0632352,2.723529409,2.213235292,86.95481481,3.949629631,9.095555558,0.40791,0.38511,5.8409,5.46,4.5574,3.8421,0.369,0.09964,2.2158,3.77252,0.28667,2.85741,3.69793,6.62993,0.078562,0.404997,0,48,0,16,0,36,80,9,0,11,0,0,MI,SM
S55_021,173,30,173,14.01340325,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,51,6801.869105,95.18208102,3.826011565,0.991907515,79.1,7,13.9,0.45439,0.38,2.6189,5.2,4.4738,4,0.24355,0.16,0.9916,5.43,0.49758,0.8,2.42688,6.23,0.38315,0.128,0,0,46,20,18,16,0,0,28,42,19,11,HV,KA
S55_022,175,28,175,3.493013973,one,ods,orth,Al,Aquic,Marine Deposits,SPD,48,5763.901482,96.69657143,2.158285714,1.145142857,93.8,2.2,4,0.44637,0.42,6.1521,6.3,4.4864,4.3,0.16119,1.4,1.1448,11.52,0.46217,0.5,1.56841,12.02,0.337447,0.042,0,0,43,9,20,28,0,0,30,25,15,30,HV,MIXED
S55_032,36,17,36,2.025128498,one,ods,aqu,Al,Aeric,Marine Deposits,PD,25,9739.599773,91.2,3.65,5.15,84.3,5.270588235,10.42941176,0.535,0.53352,5.05,4.9764,3.1,3.4236,1.79,3.50912,5.15,31.20896,1.31,0.35404,13.315,31.563,0.097,0.011468,0,0,0,0,0,100,0,0,5,4,0,91,QZ,QZ
S55_033,43,38,43,2.383891213,one,ods,aqu,Al,Alfic,Marine Deposits,PD,25,2470.338706,94.70697674,1.958139534,3.334883722,88.3971831,2.04084507,9.561971834,0.4551,0.4879,4.707,5.3602,3.024,4.2759,0.74479,1.52673,3.3386,17.39116,1.4832,2.09105,5.62244,19.48221,0.378351,0.133934,0,0,0,0,0,100,8,0,0,4,0,88,QZ,QZ
S55_034,68,135,68,5.922277506,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,0,976.1507012,95.39117647,3.470588236,1.182352941,90.60078731,2.207874013,7.191338573,0.4547,0.42158,6.1853,5.1842,5.4381,4.5361,0.52315,0.11667,1.1828,2.97372,3.4539,2.54826,6.97978,5.52198,0.441998,0.499569,0,0,71,0,0,29,15,0,54,10,0,22,HV,HV
S55_035,71,132,71,4.75345886,one,olls,aqu,Argi,Arenic,Marine Deposits,PD,0,6921.188344,90.32394366,5.88169014,3.794366197,77.15757568,4.806060601,18.03636362,0.42365,0.42214,5.8028,4.8778,5.3727,4.0218,0.65291,0.10094,3.7982,9.59539,4.7081,7.98312,8.95658,17.57851,0.459461,0.460196,22,0,40,12,0,26,58,0,18,22,0,2,HV,SM
S55_036,33,170,33,7.436764699,one,ods,aqu,Al,Ultic,Marine Deposits,PD,10,1570.492958,94.5,4.3,1.2,88.78588226,2.289999999,8.924117639,0.46,0.43289,5,5.1411,5,4.4498,1.67,0.53053,1.2,9.42342,4.7,0.27049,12.7,9.69391,0.37,0.03264,32,0,22,0,0,46,38,0,35,14,0,13,QZ,MIXED
S55_037,107,96,107,3.626065937,one,alfs,aqu,Endo,Grossarenic,Marine Deposits,VPD,0,3393.156083,95.41869159,2.736448598,1.844859813,91.59166658,1.718749998,6.689583327,0.45336,0.4176,5.6046,6.2372,5.0183,5.9475,0.58226,0.1348,1.8434,1.4429,1.29799,3.13414,3.99026,4.57704,0.260712,0.683945,32,0,26,0,0,42,49,0,22,19,0,10,QZ,SM
S56_004,58,33,58,1.344477281,two,ents,aqu,Hydr,Typic,Marine Deposits,VPD,0,125.8593556,75.65689655,5.674137931,18.66896552,67.2,7.7,25.1,0.61993,0.46,7.3928,7.9,6.8187,7.4,2.68283,2.69,18.672,2.4,31.5692,32.7,37.2793,35.1,0.847669,0.932,58,0,32,5,0,7,82,0,14,2,0,2,SM,SM
S56_005,25,5,25,3.577235772,one,alfs,aqu,Endo,Lithic,Marine Deposits,PD,20,5512.936763,94.64,2.9,2.46,88.6,2.6,8.8,0.424,0.32,6.08,7,4.96,6.4,0.658,0.42,2.46,3.4,2.4,2.5,5.2,5.9,0.4698,0.424,68,0,18,7,0,7,85,0,10,5,0,0,SM,SM
S56_018,36,167,36,15.72097042,one,alfs,aqu,Gloss,Arenic,Marine Deposits,PD,13,7472.919866,97.19444444,1.961111111,0.808333333,83.56886228,3.723353294,12.70778443,0.46083,0.38396,5.2834,7.5889,4.1195,7.1243,0.27606,0.14404,0.8083,1.87589,0.26162,18.67672,2.57881,20.55261,0.090357,0.889828,74,0,10,13,0,0,51,0,26,15,0,6,SM,SM
S56_029,107,76,107,14.27988879,one,alfs,aqu,Endo,Grossarenic,Marine Deposits,PD,15,5491.770479,96.56635514,2.425233645,1.008411215,81.9,3.7,14.4,0.42414,0.34,6.9408,7.7,6.6113,5.8,0.2658,0.2,1.0073,3.02,1.2491,7.02,1.77416,10.04,0.684908,0.699,0,0,12,0,0,88,76,0,0,18,0,6,QZ,SM
S56_033,30,125,30,3.629400521,one,alfs,aqu,Gloss,Typic,Marine Deposits,PD,0,5258.920429,90.27,5.893333333,3.836666667,81.7816,4.2936,13.9248,0.49335,0.38672,6.9335,7.1496,6.4335,5.6864,2.26877,0.11744,3.8374,3.366,11.04085,9.6808,14.39576,13.0468,0.747103,0.74864,0,17,0,44,0,39,93,0,0,7,0,0,MIXED,SM
S57_026,15,137,15,2.731822009,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,150,10504.41454,74.1,15.5,10.4,61.31459855,10.27445256,28.41094889,0.43,0.40022,4.3,4.8249,3.5,3.5978,1.43,0.16878,10.4,8.4483,0.7,0.227,13.2,8.6753,0.053,0.030333,0,0,60,13,16,11,0,0,31,34,29,6,HV,MIXED
S57_028,10,193,10,2.439566651,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,43,30681.04315,52.5,36.5,11,44.59844559,28.56632124,26.83523316,0.52,0.37946,4.5,4.8637,3.7,3.5254,3.28,0.27019,11,9.7265,0.2,0.5707,19.4,10.2972,0.01,0.049815,0,0,57,28,0,15,10,0,30,50,0,10,HV,KA
S57_029,25,178,25,2.426036249,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,135,28846.62857,63.86,27.2,8.94,60.38033713,17.9308989,21.68876406,0.436,0.37993,5,5.1286,3.88,3.6122,1.396,0.16792,8.94,7.7473,0.5,0.3827,9.06,8.13,0.0514,0.047497,0,0,55,19,0,26,0,0,49,33,0,18,HV,HV
S57_032,58,125,58,1.787253975,two,ults,ud,Pale,Aquic,Alluvium,SPD,58,21614.46162,41.77758625,35.88275866,22.43620692,34.2904,25.6104,40.0992,0.45479,0.42544,4.256,4.4864,3.5777,3.3864,1.31999,0.17896,22.4588,16.2088,0.4298,0.7344,14.4788,16.9432,0.030772,0.042312,7,0,44,31,0,18,40,0,25,29,0,6,HV,SM
S57_034,74,129,74,2.274876249,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,19773.20749,78.87027027,9.851351351,11.21621622,68.7503876,5.734108528,25.51550388,0.38756,0.35977,5.1268,4.8512,4.189,4.0535,0.3657,0.06419,11.2172,4.5549,0.9981,0.7762,4.7474,5.3311,0.184145,0.13809,0,0,41,14,33,12,0,0,29,18,48,5,HV,GI
S57_035,20,196,20,1.492745536,two,ults,ud,Kandi,Rhodic,Decomposition Residuum,WD,250,24548.6021,64.3,16.5,19.2,59.96428571,11.375,28.66071429,0.44,0.37433,4.7,4.8868,3.8,4.2057,1.46,0.15615,19.2,4.5178,2.3,1.8542,14.2,6.372,0.162,0.267959,0,0,34,14,34,18,0,3,35,16,34,12,MIXED,MIXED
S57_037,119,84,119,2.614821123,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,43,7101.42442,84.03529404,9.30168066,6.663025205,75.21666667,7.360714286,17.42261905,0.37054,0.35762,5.5038,5.6,4.4771,4.5,0.30683,0.06808,6.657,3.3937,0.14453,0.18843,3.14463,3.58213,0.060185,0.0525,0,0,40,11,21,28,0,0,15,42,38,5,HV,MIXED
S57_039,66,137,66,2.561049241,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,150,240.2293237,79.06969697,13.39090909,7.539393938,70.99270073,9.698540146,19.30875912,0.43275,0.34535,5.5392,5.5215,4.3696,4.3635,0.61512,0.10292,7.5383,3.8613,0.31323,0.30845,4.63093,4.16975,0.067214,0.072542,0,0,46,11,27,16,0,0,34,18,44,4,HV,GI
S57_042,69,68,79,2.278744226,one,ults,aqu,Endo,Arenic,Alluvium,MWD,10,12370.93072,86.33478252,8.333333325,5.331884053,83.95882353,3.891176471,12.15,0.39797,0.38706,5.2261,5.0544,4.2898,3.9544,0.19206,0.03544,5.3324,3.0398,0.09827,0.19456,2.34752,3.23436,0.044406,0.064398,0,0,46,21,0,33,0,0,32,58,0,10,HV,KA
S60_001,38,165,38,15.0267916,one,ods,aqu,Al,Alfic,Decomposition Residuum,PD,18,20121.37722,92.68157895,5.428947369,1.889473684,61.25515152,10.35454545,28.39272727,0.47278,0.37437,4.8705,5.7785,3.5272,4.8114,1.19756,0.26703,1.8913,6.52404,1.31955,18.09745,7.26135,24.62149,0.177703,0.637504,24,0,12,17,0,47,9,0,6,76,0,9,QZ,KA
S60_002,25,178,25,20.8422175,one,alfs,aqu,Alb,Typic,Decomposition Residuum,PD,0,19774.90699,92.44,5.684,1.876,46.64438208,14.25561799,39.10000003,0.4412,0.41726,5.648,6.7483,4.552,6.1506,1.3952,0.15319,1.876,6.38567,3.1596,37.3672,7.7996,43.75287,0.37848,0.845167,51,0,0,23,0,25,45,0,0,40,0,15,SM,MIXED
S60_003,58,145,58,53.75199986,one,ods,aqu,Al,Alfic,Decomposition Residuum,PD,22,19406.53799,94.71206897,5.029310345,0.25862069,78.96413786,7.134482753,13.90137929,0.44229,0.41577,4.9845,4.7234,3.3912,3.7072,0.95483,0.6859,0.259,11.20515,0.64524,1.4326,7.4754,12.63775,0.0823,0.139033,20,0,11,15,0,54,7,0,11,48,0,34,QZ,KA
S60_004,74,129,74,26.1898848,one,alfs,ud,Pale,Aquic,Decomposition Residuum,SPD,61,12532.53034,95.11216226,3.217567571,1.670270272,50.068217,6.187596893,43.744186,0.42731,0.48145,5.2296,5.465,4.5938,4.0982,0.40275,0.07079,1.672,12.65921,0.8307,14.03982,2.9609,26.69903,0.276356,0.525246,0,0,35,39,0,24,39,0,13,43,0,5,MIXED,MIXED
S60_007,114,89,117,8.964550008,one,ults,ud,Pale,Aquic,Solution Residuum,SPD,77,18505.16401,94.49561404,2.924561403,2.579824561,73.32808989,3.544943821,23.12696629,0.40983,0.36416,5.1298,4.836,4.1534,3.872,0.22647,0.10136,2.5795,6.39496,0.22946,1.03552,2.92459,7.43048,0.109851,0.155832,10,0,30,21,0,38,6,0,20,66,0,8,MIXED,KA
S60_008,119,84,119,11.59260274,one,alfs,ud,Pale,Grossarenic,Marine Deposits,WD,250,19154.03192,95.64117647,2.825210084,1.533613446,77.01428571,5.207142857,17.77857143,0.41891,0.36286,5.0109,4.8643,4.3108,4.4286,0.35396,0.09858,1.5337,1.76791,0.23056,1.13363,2.22622,2.90154,0.109841,0.38872,0,0,18,60,0,22,8,0,19,68,0,5,KA,KA
S60_009,122,81,122,18.72495329,one,ods,aqu,Al,Alfic,Decomposition Residuum,PD,23,26260.19699,96.06885236,2.258196719,1.672950818,63.70617284,4.967901235,31.32592593,0.42696,0.42837,4.6712,5.0618,3.9898,4.1618,0.90782,0.43455,1.6726,9.85407,0.6585,10.7135,9.10137,20.56757,0.069959,0.522372,0,0,19,7,0,74,0,0,23,67,0,10,QZ,KA
S60_015,71,132,71,17.94305916,one,alfs,aqu,Endo,Arenic,Decomposition Residuum,PD,15,11523.90149,94.36760563,4.109859156,1.522535211,64.82196963,7.859090902,27.31893937,0.43264,0.36933,6.8874,6.6698,6.9085,6.2853,0.35892,0.07479,1.5227,6.35735,3.07223,13.47353,3.80569,19.83088,0.711014,0.682306,38,0,14,13,0,35,70,0,9,11,0,10,MIXED,SM
S62_001,58,11,58,8.385542169,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,SPD,69,9399.912393,96.9,1.382758621,1.717241379,79,6.6,14.4,0.43573,0.36,5.4015,6.8,4.7809,6.3,0.39217,0.35,1.7176,2.07,0.82138,8.2,2.87624,10.27,0.228475,0.798,0,0,36,22,0,42,0,0,44,36,0,20,MIXED,MIXED
S62_004,71,20,71,9.974394464,one,alfs,aqu,Endo,Arenic,Decomposition Residuum,PD,15,7799.567922,95.44929577,2.490140845,2.035211268,75.4,4.3,20.3,0.40253,0.36,5.4011,5.9,4.5538,5.4,0.25963,0.38,2.0371,5.75,0.28615,7.18,4.24242,12.93,0.063682,0.555,22,0,41,16,0,21,18,0,38,32,0,12,HV,MIXED
S62_005,51,15,51,3.767567568,one,ods,aqu,Al,Alfic,Solution Residuum,PD,10,12765.88238,97.34117647,1.570588235,1.088235294,66.79767443,4.995348837,28.20697673,0.44646,0.47,4.2236,3.9,3.5354,3.2,0.91504,2.17,1.0882,18.95,0.45574,0.14,6.00044,19.09,0.053988,0.007,0,0,0,15,0,85,21,0,17,35,0,27,QZ,MIXED
S63_002,124,79,124,11.96321625,one,ults,ud,Pale,Aquic,Alluvium,SPD,48,12428.86864,93.82096774,4.516129032,1.662903226,75.33670886,4.769620253,19.89367089,0.42242,0.39,5.4977,4.6645,4.963,4.2316,0.26249,0.14355,1.6629,6.41469,0.40432,1.44009,3.17882,7.85478,0.108408,0.182684,0,0,26,24,0,50,0,0,35,56,0,9,QZ,KA
S63_003,107,96,107,10.64991194,one,ults,ud,Pale,Grossarenic,Alluvium,MWD,155,13226.48885,91.96448598,5.514953271,2.520560748,68.853125,4.303125,26.84375,0.4032,0.38344,5.1387,4.3844,4.8619,4.0656,0.3768,0.07844,2.5229,6.17728,0.74726,1.46768,3.92561,7.64496,0.144394,0.193636,0,0,45,36,0,19,0,0,10,85,0,5,MIXED,KA
S63_004,162,41,162,5.241094476,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,250,11255.52827,92.48888889,3.924074074,3.587037037,76.4,4.8,18.8,0.40313,0.37,4.8352,5,4.7501,4.6,0.19522,0.07,3.5873,7.83,0.6334,3.57,3.82173,11.4,0.194981,0.313,0,0,48,27,0,25,0,0,50,38,0,12,HV,HV
S63_005,142,61,142,15.44175759,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,PD,23,15300.94835,94.80774648,3.75140845,1.440845071,74.19999993,3.550819669,22.2491803,0.3731,0.32738,5.6225,4.5606,5.0239,3.8311,0.20764,0.0641,1.4408,5.84371,0.50134,0.62376,1.91359,6.46747,0.240982,0.106676,0,0,44,24,0,32,0,0,22,70,0,8,HV,KA
S63_006,127,76,127,15.6296547,one,ods,aqu,Al,Ultic,Decomposition Residuum,PD,25,15112.12794,94.42362205,4.214173228,1.362204725,74.01973684,4.689473683,21.29078948,0.3998,0.35368,4.7954,3.9987,4.5286,3.9987,0.47856,0.07974,1.3607,6.29242,0.61423,0.39355,4.10232,6.68597,0.183712,0.059065,0,0,35,20,0,45,0,0,28,61,0,11,QZ,KA
S63_008,79,124,79,4.761839202,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,58,11087.55185,89.42151899,6.1,4.478481013,70.25564516,8.418548386,21.32580645,0.3943,0.43636,5.2734,5.032,4.3734,4.0926,0.31828,0.08338,4.4786,16.46893,0.5117,2.21896,3.9525,18.68789,0.128272,0.127535,0,0,38,29,0,33,0,0,38,28,0,32,MIXED,HV
S63_009,38,165,38,3.308827033,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,86,11184.83626,86.58421052,5.921052632,7.494736843,68.22848485,6.972727271,24.79878788,0.43896,0.47251,5.4474,5.0764,4.5,4.0964,0.78826,0.1729,7.4954,8.15388,1.21722,2.01513,8.9594,10.16901,0.134624,0.196885,0,0,28,53,0,19,0,0,12,78,0,10,KA,KA
S63_010,18,185,18,2.843243242,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,64,11293.52673,87.7,6,6.3,77.04054055,5.047027028,17.91243243,0.42,0.39029,5.4,5.1347,4.8,4.1375,1,0.09253,6.3,8.95293,2.22,2.68633,8.97,11.63926,0.247,0.238295,0,0,26,54,0,20,32,0,16,32,0,20,KA,MIXED
S63_011,58,145,58,4.829577461,one,alfs,aqu,Endo,Arenic,Decomposition Residuum,PD,23,16746.13337,91.63275862,4.939655173,3.427586206,77.70689647,5.739310339,16.55379309,0.39281,0.31324,5.7885,5.2324,5.3052,4.6662,0.42911,0.06014,3.431,5.66126,3.22564,3.94072,6.0378,9.60198,0.405355,0.390573,17,0,34,20,0,29,8,0,23,50,0,20,MIXED,KA
S64_007,112,91,112,2.314124003,one,ods,aqu,Al,Aeric,Paludal Deposits,PD,23,1530.137778,93.68035714,2.050535716,4.271428572,89.69230769,0.423076923,9.884615386,0.41343,0.37768,5.3019,4.8692,4.459,3.8692,0.51235,0.08156,4.267,2.6392,0.16145,0.8844,4.4583,2.076,0.039956,0.312484,0,0,28,20,6,46,28,7,22,30,0,13,QZ,MIXED
S64_012,61,163,61,11.77755429,one,ults,ud,Pale,Grossarenic,Marine Deposits,WD,152,1607.922381,95.79672131,3.108196721,0.995081967,81.08938045,3.432743359,15.40088494,0.4213,0.394,4.964,5.0733,3.7345,3.9439,0.54135,0.13626,0.995,4.6237,0.5425,0.2726,2.0865,4.8963,0.188135,0.043655,0,0,19,15,0,66,5,0,31,47,0,17,QZ,KA
S64_017,114,11,114,24.7206005,one,alfs,ud,Hapl,Arenic,Marine Deposits,WD,0,703.4685009,97.96929825,0.978947369,1.051754386,73,1,26,0.45146,0.4,6.4411,7.3,4.6738,5.5,0.14532,0.36,1.0521,5.2,0.4226,9.6,1.19309,14.8,0.358456,0.649,5,0,48,23,0,24,30,0,53,13,0,4,HV,HV
S64_020,38,94,38,1.793391846,one,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,1129.901075,77.66315789,12.58947369,9.74736842,72.3063829,10.21276595,17.48085105,0.61272,0.41107,6.5786,7.5319,5.9312,6.7,4.66742,0.61813,9.7468,2.3491,26.5574,31.2262,38.168,33.5753,0.740616,0.930805,90,0,4,2,0,4,80,0,0,13,0,7,SM,SM
S64_023,107,96,107,7.859460571,one,alfs,aqu,Endo,Grossarenic,Paludal Deposits,PD,0,6358.150781,95.90560748,2.387850467,1.706542056,84.33125,2.25625,13.4125,0.40236,0.37438,6.0205,6.0752,5.0336,5.3909,0.29068,0.17686,1.7072,3.0372,0.3304,5.65818,1.098,8.69538,0.299249,0.652586,21,0,37,12,0,30,45,0,26,25,0,4,MIXED,SM
S64_026,142,61,142,9.768236383,one,ods,aqu,Al,Arenic,Marine Deposits,PD,25,6068.779818,95.67253521,2.802112676,1.525352112,82.5,2.6,14.9,0.44136,0.38,5.1318,4.9,3.6894,3.9,0.86596,0.46,1.5244,8.19,0.28528,0.55,5.94984,8.74,0.14908,0.063,0,0,4,4,0,92,0,0,29,58,0,13,QZ,KA
S64_027,68,135,68,12.19506808,one,alfs,aqu,Endo,Umbric,Marine Deposits,VPD,0,1672.328407,83.48529412,14.79852941,1.71617647,74.30444445,4.766666664,20.92888889,0.43746,0.33328,5.424,5.1297,4.5578,3.8,0.82768,0.0724,1.7154,4.57002,0.17154,1.90254,3.82956,6.47256,0.177668,0.297359,0,0,9,4,0,87,0,0,17,43,0,40,QZ,MIXED
S65_003,66,61,66,12.25407167,one,alfs,aqu,Alb,Arenic,Decomposition Residuum,PD,0,14734.47804,95.52727273,3.077272727,1.395454545,78.5,4.4,17.1,0.44178,0.43,4.8688,6.6,4.4641,6,0.77192,0.04,1.395,3.41,0.44566,11.93,4.82685,15.34,0.172925,0.778,0,0,48,16,0,36,58,0,31,4,0,7,HV,SM
S65_004,64,63,64,12.54271357,one,alfs,ud,Hapl,Aquic,Decomposition Residuum,SPD,64,14676.27191,94.7734375,3.9828125,1.24375,79.9,4.5,15.6,0.45423,0.42,4.5919,6,4.4009,5.7,0.32473,0.17,1.2436,4.58,0.16067,9.88,3.01454,14.46,0.055033,0.683,25,0,34,12,0,29,52,0,38,4,0,6,MIXED,SM
S65_006,25,69,25,6.70199726,one,alfs,aqu,Alb,Typic,Decomposition Residuum,PD,13,14294.94499,90.032,5.948,4.02,61.84927536,11.20869565,26.94202899,0.4468,0.45131,5.988,7.6377,5.788,6.9869,0.9556,0.29016,4.02,5.14179,7.2876,46.91136,9.4836,52.05315,0.81652,0.901099,62,0,28,5,0,5,69,0,23,2,0,6,SM,SM
S65_013,147,56,147,18.55324074,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,SPD,56,11585.37336,95.99727891,3.121088435,0.881632653,79.69464286,3.948214285,16.35714285,0.41547,0.36446,5.2838,5.2,4.7935,4.1554,0.27601,0.11202,0.8815,4.17454,0.16814,5.24886,1.27491,9.4234,0.180418,0.508918,8,0,45,12,0,35,11,0,38,23,0,28,HV,HV
S65_014,147,56,147,14.26359831,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,MWD,147,12635.22406,95.5462586,3.478231297,0.975510205,80.77142857,5.314285714,13.91428571,0.45101,0.34,5.2535,5.2411,4.7918,4.3233,0.21188,0.12233,0.9752,3.70282,0.23542,3.22421,1.1073,6.92703,0.283905,0.467686,11,0,45,18,0,26,21,0,33,23,0,23,HV,HV
S66_003,81,112,36,2.997162312,one,ults,ud,Kanhapl,Typic,Decomposition Residuum,WD,250,16892.88997,79.21111111,14.28888889,6.499999999,69.07727273,10.5939394,20.32878788,0.38457,0.38824,5.2101,4.812,4.4713,4.4366,0.46095,0.12441,7.4893,4.69602,0.60982,0.64989,4.2033,5.34591,0.161004,0.124883,0,0,67,17,0,16,0,0,55,25,17,3,HV,HV
S66_004,112,91,112,2.72442738,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,183,16268.00939,84.4625,10.35,5.1875,81.54945055,4.31758242,14.13296703,0.38377,0.3555,5.25,5.1065,4.4767,4.823,0.36948,0.0878,5.1873,2.1403,0.38342,0.37685,2.66633,2.51715,0.134153,0.156405,0,0,50,12,17,21,0,0,37,11,43,9,HV,MIXED
S66_006,130,73,130,4.399545543,one,ults,ud,Kandi,Grossarenic,Decomposition Residuum,WD,250,17410.95177,87.2723076,7.835384607,4.878461534,73.06849315,5.468493151,21.4630137,0.42363,0.39548,5.0464,5,4.3819,4.4137,0.16733,0.15452,4.8742,3.26683,0.11418,0.35274,1.68129,3.61957,0.07585,0.100357,0,0,47,24,18,11,0,0,38,34,21,7,HV,MIXED
S66_007,15,188,15,2.232332827,one,ults,ud,Pale,Plinthic,Decomposition Residuum,WD,122,12958.52888,64,27.6,8.4,58.11542553,23.13297872,18.75159574,0.41,0.38587,5,4.8154,3.8,4.284,1.96,0.11853,8.4,4.5915,1.22,0.31495,10.99,4.90645,0.111,0.062707,0,0,66,22,0,12,0,0,43,29,14,14,HV,HV
S66_009,25,178,25,2.488988766,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,7158.001541,73.3,16.7,10,64.32022479,10.71741574,24.88988766,0.44,0.41459,5.4,5.1236,4.1,4.2292,1.73,0.15246,10,5.52077,1.32,0.5473,10.29,6.06807,0.128,0.089735,0,0,70,21,0,9,0,0,50,31,11,8,HV,HV
S66_010,23,180,23,2.743141554,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,145,12794.711,68.56086957,22.52173913,8.917391304,59.29944439,16.23888887,24.46166664,0.43305,0.38499,4.9565,4.8729,4.013,4.1796,1.3337,0.12728,8.917,6.14861,0.36485,0.24508,9.2234,6.39369,0.03835,0.038303,0,0,47,25,17,11,0,0,30,50,16,4,HV,KA
S66_017,51,152,59,1.752115182,one,ults,aqu,Pale,Umbric,Decomposition Residuum,VPD,0,18660.94493,49.13333333,35.83333333,15.03333333,45.06907895,28.59078948,26.34013157,0.53003,0.40993,4.2333,4.4191,3.6,3.5296,4.12775,0.3984,15.0347,9.45703,0.50681,0.16793,31.52305,9.62496,0.015335,0.02712,18,0,36,21,0,25,42,0,23,27,0,8,MIXED,SM
S66_018,38,165,38,3.266029755,one,ults,aqu,Pale,Arenic,Decomposition Residuum,SPD,66,18034.95254,84.55789474,9.031578945,6.410526316,75.39878788,3.664242426,20.93696969,0.4437,0.37988,6.0578,5.0428,5,4.0982,0.82562,0.05298,6.4104,3.72639,1.96372,0.2548,4.27964,3.98119,0.458422,0.088107,0,0,41,37,0,22,4,0,4,88,0,3,MIXED,KA
