ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_pHKCL,I_pHKCL,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S01_062,41,20,41,6.912790697,one,ods,aqu,Al,Ultic,Marine Deposits,PD,23,8382.758664,94.19512195,5.175609757,0.629268293,81.60161282,3.280645156,15.11774193,0.44902,0.48,5.0049,4.75,3.6,3.85,0.57311,1.875,0.6292,15.75,0.66138,0.325,3.22698,16.075,0.196044,0.0225,0,0,7,5,0,88,0,0,21,21,0,58,QZ,QZ
S01_065,66,163,66,3.430103999,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,211,1771.3141,88.04545454,5.721212122,6.233333334,72.26993865,6.349079755,21.3809816,0.42564,0.40443,5.6,5.4755,4.4044,4.1282,0.35836,0.09389,6.2344,17.2214,2.36844,7.34205,7.76224,24.56345,0.303264,0.300996,0,0,22,10,0,68,0,0,0,0,0,95,QZ,QZ
S01_066,124,94,124,7.293137634,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,183,1738.63716,92.28467751,4.52258065,3.192741939,71.52978723,5.185106383,23.28510639,0.41411,0.38674,5.7596,5.2819,4.5805,3.9184,0.19084,0.0693,3.1928,14.85046,0.73729,3.66788,3.46866,18.51834,0.194695,0.219826,0,0,35,16,0,49,0,0,35,34,0,32,QZ,MIXED
S01_067,74,139,74,8.670696629,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,89,288.3904752,92.52027027,4.417567568,3.062162162,71.06834532,2.380575539,26.55107914,0.39622,0.34512,5.8067,5.3415,4.6067,3.8301,0.30751,0.06831,3.0622,9.79422,0.76483,2.55666,4.29242,12.35088,0.187316,0.207327,0,0,23,31,0,46,0,0,7,77,0,17,QZ,KA
S01_069,46,7,46,5.007594943,one,ods,aqu,Al,Ultic,Decomposition Residuum,PD,25,6722.032353,94.85217382,4.28913043,0.858695651,68.96989247,4.370967741,26.65913979,0.44759,0.56,5.6304,4.7,3.7262,3.8,0.38798,1.86,0.8589,22.3,0.14532,0.14,2.09026,22.44,0.071545,0.006,0,0,0,13,0,87,0,0,36,14,0,50,QZ,QZ
S01_070,43,13,43,8.073469387,one,ods,aqu,Al,Ultic,Decomposition Residuum,PD,25,6624.144989,95.33953488,4.090697674,0.569767442,72.79461538,4.018461538,23.18692308,0.41812,0.49,4.8584,4.6,3.2886,3.6,0.64696,2.31,0.5698,20.93,0.5277,0.16,3.48754,21.09,0.132476,0.008,0,0,20,7,0,73,0,0,20,27,0,53,QZ,QZ
S01_071,53,150,53,3.368444441,one,ults,aqu,Pale,Arenic,Decomposition Residuum,PD,20,9219.295417,90.95283028,3.952830193,5.094339627,77.78933334,5.050666666,17.16,0.36057,0.36754,5.8375,4.8719,4.5921,4.0373,0.32419,0.11408,5.094,14.17999,0.96463,1.31388,5.22985,15.49387,0.15944,0.077583,0,0,45,15,0,40,0,0,20,47,0,34,MIXED,KA
S01_072,74,28,74,5.61750154,one,ods,aqu,Al,Ultic,Marine Deposits,PD,28,3582.768028,96.95135145,2.424324327,0.624324325,83.61710526,7.485526316,8.897368421,0.40406,0.38144,6.2643,4.7392,5.1037,3.6928,0.35598,1.33736,0.625,15.43728,0.68944,0.39728,1.44866,15.83456,0.463346,0.024472,0,0,13,9,0,78,0,0,0,0,0,95,QZ,QZ
S01_073,18,190,18,8.777192983,one,ults,ud,Pale,Psammentic,Decomposition Residuum,WD,250,1422.504909,87.3,11.8,0.9,87.69210526,4.408421052,7.899473685,0.44,0.44755,6.1,5.8727,5.1,4.4497,1.17,0.12459,0.9,4.0307,3.59,1.61345,8.81,5.64415,0.407,0.287096,0,0,70,0,0,30,0,0,24,40,0,37,HV,KA
S01_075,74,10,74,14.0462963,one,alfs,ud,Hapl,Arenic,Decomposition Residuum,WD,250,2723.758969,93.82972973,4.710810811,1.459459459,72.9,6.6,20.5,0.44648,0.36,6.4961,6.7,5.7165,5.5,0.30619,0.29,1.4586,2.78,1.19718,9,2.71183,11.78,0.558122,0.764,0,0,82,0,0,18,0,0,44,66,0,0,HV,KA
S01_077,18,193,18,19.63615429,one,alfs,ud,Pale,Aquic,Decomposition Residuum,SPD,53,5984.555576,93.7,5.4,0.9,71.91606218,10.41139896,17.67253886,0.43,0.40451,6.2,5.551,5.5,4.198,0.71,0.10815,0.9,12.40945,3.2,7.53702,5.81,19.94647,0.551,0.389338,0,0,49,9,0,42,93,0,0,2,0,5,MIXED,SM
S01_078,142,66,142,16.00715657,one,ods,orth,Al,Aquic,Marine Deposits,SPD,51,8962.220377,95.13802826,3.818309863,1.043661973,79.97272727,3.321212121,16.70606061,0.41154,0.35212,5.5724,5.1485,4.3995,3.9575,0.22426,0.05727,1.0425,3.91034,2.97006,0.23217,6.88488,4.14251,0.081838,0.055789,0,0,12,7,0,81,0,0,10,20,19,51,QZ,QZ
S01_079,112,104,112,13.0792193,one,ods,aqu,Al,Ultic,Decomposition Residuum,PD,30,6274.105926,95.83303572,3.329464285,0.8375,85.81538461,3.230769231,10.95384616,0.41168,0.3671,5.8389,4.8655,4.1662,4.2385,0.2835,0.20775,0.8401,7.28525,0.13064,0.1357,3.92105,7.42095,0.060996,0.0197,0,0,0,5,0,95,0,0,14,16,62,8,QZ,GI
S01_080,36,10,36,6.033519559,one,ods,aqu,Al,Ultic,Marine Deposits,PD,20,8014.425244,93.72222213,5.283333328,0.994444444,78.41549296,3.806338027,17.77816902,0.4096,0.44,4.5704,4.4,3.4271,3.7,0.8514,2.45,0.9935,21.81,0.35499,0.23,7.22589,22.04,0.045814,0.01,0,0,5,7,0,88,0,0,9,5,0,86,QZ,QZ
S01_081,122,117,122,4.811653349,one,ods,aqu,Al,Ultic,Marine Deposits,VPD,0,8831.094993,88.46885246,8.419672126,2.914754099,81.12136753,4.853846153,14.02478632,0.4556,0.37591,4.2066,4.7113,3.5541,3.8591,2.01298,0.39941,2.9149,7.35561,0.13888,0.13271,13.78024,7.48832,0.009293,0.017367,0,0,5,2,0,94,0,0,25,23,0,53,QZ,QZ
S01_082,71,132,71,33.13333333,one,ults,aqu,Pale,Arenic,Marine Deposits,VPD,0,6902.560584,96.32816901,2.925352112,0.746478873,70.22727273,5.039393941,24.73333333,0.5091,0.34223,4.2255,4.0212,3.6325,2.9834,4.6596,0.20403,0.7465,9.54577,0.34355,1.59188,32.2359,11.13765,0.03976,0.150706,0,0,12,5,0,83,35,0,0,53,0,12,QZ,KA
S01_083,66,71,66,3.832318877,one,ults,aqu,Endo,Arenic,Decomposition Residuum,PD,20,11553.11093,90.96515152,5.801515152,3.137878788,81.42394366,6.550704225,12.02535211,0.39438,0.37447,5.2851,4.6695,4.5016,3.9082,0.5701,0.09629,3.1378,8.65958,1.0056,0.81719,6.10473,9.47677,0.127762,0.08685,0,0,20,5,0,75,0,0,32,27,0,42,QZ,MIXED
S01_084,109,102,109,11.97769553,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,175,7370.874087,93.00825697,5.737614684,1.254128441,76.52156863,8.456862746,15.02156863,0.40791,0.38196,5.6703,5.0059,4.3282,3.6,0.17143,0.03686,1.2541,5.02218,0.33853,0.86681,2.29202,5.88899,0.132286,0.14405,0,0,30,25,0,45,0,0,17,84,0,0,QZ,KA
S01_094,15,201,15,4.462256622,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,46,5770.766103,86.8,5.1,8.1,58.35323389,5.502487568,36.14427864,0.43,0.3895,5.2,4.5645,4.8,3.6676,3.05,0.26378,8.1,10.84248,5.04,3.46514,10.89,14.30762,0.463,0.242477,0,0,56,44,0,0,7,0,27,55,0,11,HV,KA
S01_095,99,104,99,16.22142817,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,99,2226.148496,93.43333343,4.407070712,2.159595962,59.44038461,5.527884616,35.03173077,0.40627,0.43279,5.9039,5.3529,4.6076,3.8173,0.23507,0.08558,2.1617,15.90283,0.40964,1.41232,2.86645,17.31515,0.134576,0.08399,0,0,46,31,0,23,0,0,14,73,0,13,HV,KA
S01_097,38,168,38,8.463776973,one,alfs,aqu,Alb,Typic,Solution Residuum,PD,46,12260.92266,88.07368421,7.923684211,4.002631579,58.92857148,7.194047626,33.87738099,0.3679,0.34347,5.963,5.1131,5.563,4.0638,0.5075,0.23229,4.0025,10.35972,2.3007,13.60453,3.54245,23.96425,0.685545,0.567213,53,0,21,6,0,20,54,0,21,11,0,14,SM,SM
S01_098,33,170,33,6.151711831,one,ults,aqu,Pale,Arenic,Solution Residuum,PD,33,12248.35855,91.09090909,4.863636363,4.045454545,68.25882353,6.854705882,24.88647058,0.37365,0.38747,5.1815,4.6042,4.318,3.8045,0.3819,0.14151,4.0445,17.97098,1.22975,2.50105,4.2779,20.47203,0.284505,0.144115,4,0,16,11,0,69,56,0,9,15,0,21,QZ,SM
S01_099,109,94,109,16.5380391,one,ults,aqu,Pale,Grossarenic,Decomposition Residuum,PD,20,12983.38647,94.15504587,3.808256881,2.036697248,60.59787234,5.719148936,33.68297872,0.36211,0.40875,5.5276,5.2307,4.8376,4.3763,0.09772,0.24763,2.0343,11.50941,0.56231,8.54545,3.09644,20.05486,0.185523,0.401343,0,0,18,15,0,67,16,0,11,64,0,10,QZ,KA
S01_100,76,127,76,7.718430067,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,76,8719.338868,90.89473675,6.721052625,2.384210524,75.2409448,6.356692908,18.40236219,0.4337,0.37305,5.1237,4.7498,4.4341,4.1231,0.24116,0.04146,2.3844,4.66465,0.22116,0.6323,4.24775,5.29695,0.041162,0.121117,0,0,42,22,0,36,6,0,31,57,0,7,HV,KA
S01_101,107,99,107,16.11644061,one,ults,aqu,Pale,Grossarenic,Decomposition Residuum,PD,26,5122.016507,94.6,4.080373832,1.319626168,71.06666667,7.665656563,21.26767677,0.39381,0.37816,4.7374,4.4888,4.4835,4.0404,0.31842,0.10892,1.3194,5.46596,0.08099,0.88728,2.18509,6.35324,0.044605,0.138604,19,0,23,11,0,45,8,0,24,57,0,11,QZ,KA
S02_003,94,109,94,21.64440437,one,ods,aqu,Al,Ultic,Marine Deposits,PD,20,7469.840132,93.47021277,5.404255319,1.125531915,68.53027523,7.10825688,24.36146789,0.40426,0.34,5.0212,4.9,4.7488,4.3468,0.43773,0.13872,1.1253,4.88448,0.13261,0.95688,3.25243,5.84136,0.038236,0.158776,0,0,32,34,0,35,0,0,21,75,0,5,MIXED,KA
S02_004,74,129,74,8.058022194,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,10,7269.830151,88.65945946,8.528378378,2.812162162,70.02945737,7.310077521,22.66046511,0.39416,0.34913,4.6257,4.8413,4.4907,4.1066,0.65405,0.22321,2.812,2.34004,0.24931,2.80762,3.62777,5.14766,0.074343,0.512557,0,0,28,46,0,24,0,0,12,80,0,8,KA,KA
S02_005,56,147,56,6.936686651,one,ults,ud,Pale,Arenic,Marine Deposits,SPD,71,7141.347611,89.60892857,6.901785714,3.489285714,68.14557823,7.650340137,24.20408164,0.41798,0.34599,6.0108,4.8759,5.6446,4.391,0.44234,0.03372,3.4892,4.91151,2.32804,2.10907,3.4262,7.02058,0.600364,0.310135,0,0,30,55,0,15,0,0,17,77,0,7,KA,KA
S02_006,56,147,56,7.103854875,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,56,7828.73746,91.00714286,5.805357143,3.1875,70.60816327,6.748299319,22.64353742,0.41055,0.33891,5.4,4.709,4.8,4.2203,0.39893,0.04618,3.1877,5.77677,0.70621,1.14723,3.22468,6.924,0.191634,0.168518,0,0,34,48,0,18,0,0,13,78,0,10,KA,KA
S02_008,124,79,124,9.92495966,one,ults,ud,Pale,Grossarenic,Marine Deposits,WD,250,4732.039038,92.31048396,5.443548393,2.245967744,74.0126583,3.696202536,22.29113926,0.42274,0.36835,5.5421,4.886,4.7485,4.0649,0.24895,0.26061,2.2437,3.69104,0.41112,1.12676,0.49293,4.8178,0.748275,0.248607,0,0,25,64,0,11,0,0,18,73,0,10,KA,KA
S02_009,185,18,185,5.594605646,one,alfs,ud,Pale,Grossarenic,Marine Deposits,SPD,102,4253.658135,91.8745945,4.157297293,3.968108104,74.8,3,22.2,0.40598,0.33,5.2665,4.8,4.6347,4.2,0.07716,0.02,3.9638,4.17,0.58668,2.42,1.17109,6.59,0.52864,0.367,0,0,38,49,0,14,0,0,16,74,0,10,KA,KA
S02_010,86,117,86,5.812101839,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,46,4254.213079,93.20232558,4.16744186,2.630232558,80.82222222,3.890598292,15.28717949,0.41093,0.39555,5.5071,4.8984,4.8235,4.2769,0.2323,0.06599,2.63,1.79131,0.74181,0.92071,1.02607,2.71202,0.57304,0.342518,0,0,30,55,0,15,0,0,17,76,0,8,KA,KA
S02_011,109,94,109,7.553005754,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,140,4138.553846,93.05045872,4.689908257,2.259633028,79.83297864,3.068085104,17.06702126,0.41573,0.38065,5.522,5.3534,4.7063,4.4896,0.17223,0.08977,2.2573,2.19995,0.28531,1.22391,0.50476,3.42386,0.192395,0.467511,0,0,33,55,0,12,0,0,19,77,0,4,KA,KA
S02_022,53,137,66,2.143333496,one,ults,aqu,Pale,Umbric,Marine Deposits,VPD,0,7148.186995,57.61320755,26.56792453,15.81886792,52.82919708,13.26569343,33.90510949,0.56762,0.374,4.5981,4.5,3.7868,3.4,4.63409,0.1955,15.8199,11.276,0.38568,0.717,26.86984,11.9825,0.014809,0.05975,0,0,30,52,0,18,36,0,16,42,0,7,KA,MIXED
S03_001,130,10,130,5.799256512,one,ods,orth,Al,Aquic,Marine Deposits,SPD,86,1223.232742,93.50461529,5.253846149,1.24153846,87.3,5.5,7.2,0.41673,0.4,5.5381,4.9,4.6133,4.5,0.24609,0.63,1.2401,7.86,0.0907,0.04,1.62647,7.9,0.073672,0.005,0,0,72,0,0,28,0,0,61,23,0,16,HV,HV
S03_012,68,150,68,2.774462691,one,ults,aqu,Pale,Grossarenic,Marine Deposits,PD,23,14558.87951,88.33970588,8.257352941,3.402941176,83.32933333,7.229333334,9.441333332,0.46056,0.38386,4.4338,4.5693,4.2648,4.2307,0.6611,0.15856,3.4028,3.63696,0.09366,0.13972,4.76778,3.77668,0.019662,0.037572,0,0,43,20,0,37,0,0,35,53,5,8,HV,KA
S03_015,91,112,91,5.834827186,one,ults,ud,Pale,Arenic,Marine Deposits,MWD,91,20806.64548,85.33626382,10.40329671,4.260439565,67.91071435,7.230357151,24.8589286,0.42064,0.39033,4.8609,4.7593,4.367,4.2597,0.22693,0.01805,4.2647,4.54465,0.16346,0.25981,1.78222,4.80446,0.177892,0.0676,0,0,60,12,17,11,0,0,30,33,32,5,HV,MIXED
S03_017,152,51,152,5.410992277,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,160,1011.118259,89.95131579,6.575000001,3.47368421,76.25882353,4.945098039,18.79607843,0.42318,0.37843,5.5401,6.5645,4.3801,4.1314,0.28376,0.26058,3.4734,5.86511,0.22992,0.43826,1.99035,6.30337,0.14208,0.073874,0,0,60,24,0,16,9,0,48,35,0,8,HV,HV
S03_020,142,61,142,6.105400516,one,ults,ud,Kandi,Grossarenic,Marine Deposits,WD,250,410.0308182,94.48873239,3.405633803,2.105633803,85.47868852,1.66557377,12.85573771,0.38152,0.37,5.503,5.5164,4.5255,5.3508,0.17054,0.21556,2.1056,3.24972,0.08601,0.23688,2.04494,3.4866,0.043903,0.069608,9,0,58,13,0,21,11,0,35,10,36,8,HV,MIXED
S04_002,20,183,20,117.931694,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,64,14262.2763,89.9,9.9,0.2,67.45191256,8.961748634,23.5863388,0.43,0.37355,6,4.1973,5.2,4.0996,0.81,0.13739,0.2,5.34914,2.56,1.91348,6.19,7.26262,0.414,0.262014,0,0,40,41,0,19,0,0,16,76,0,8,MIXED,KA
S04_003,30,127,30,3.40320468,one,alfs,aqu,Endo,Typic,Marine Deposits,PD,8,16096.47302,75.36,17.58666667,7.053333333,61.98976378,14.00629921,24.00393701,0.4867,0.419,5.2597,7.5902,4.4199,6.508,1.68339,0.14142,7.0529,4.35273,5.46865,28.52957,13.53189,32.8823,0.437761,0.854008,68,0,14,10,0,8,81,0,0,10,0,10,SM,SM
S07_001,25,178,25,4.550561797,one,ults,ud,Kandi,Plinthic,Paludal Deposits,WD,150,24521.54614,84.5,10.9,4.6,68.87865169,10.18876405,20.93258426,0.44,0.35308,6.1,4.802,5.6,4.4803,0.73,0.08929,4.6,3.58085,3.77,1.96912,7.27,5.54997,0.519,0.354239,0,0,42,43,0,15,0,0,20,75,0,6,MIXED,KA
S07_002,23,180,23,4.536068376,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,9403.335877,83.7,9.8,6.5,61.39111111,9.124444445,29.48444445,0.41,0.36766,5.8,5.3177,5.6,4.8654,0.36,0.0679,6.5,4.71169,3.11,1.86289,4.96,6.57458,0.627,0.278231,0,0,34,47,10,9,0,0,20,53,20,7,KA,KA
S07_004,20,183,20,3.457159527,one,ults,aqu,Pale,Plinthic,Decomposition Residuum,PD,0,11341.58359,77.8,11.9,10.3,50.79890705,13.59234971,35.60874313,0.47,0.3965,4.5,4.765,4.2,4.1255,2.08,0.15577,10.3,10.94554,0.24,0.36813,14.34,11.31367,0.017,0.032276,0,0,37,57,0,5,0,0,27,68,0,5,KA,KA
S07_005,86,117,86,3.46717516,one,ults,ud,Pale,Arenic,Decomposition Residuum,SPD,53,11036.26761,85.37441852,10.35697673,4.268604647,76.98974359,8.210256411,14.8,0.38094,0.3318,5.1782,4.577,5.0185,4.259,0.1981,0.04,4.2689,4.1595,1.19832,0.61497,5.2536,4.7727,0.284871,0.12651,0,0,41,30,16,13,0,0,35,27,30,8,HV,MIXED
S07_006,64,139,64,2.392198242,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,64,11498.01454,80.5875,10.975,8.4375,71.87338129,7.942446043,20.18417266,0.39417,0.33502,5.0989,4.7146,4.7673,4.4324,0.2879,0.04237,8.4456,3.48885,1.29661,0.71283,4.64917,4.20168,0.260591,0.174586,0,0,31,30,29,10,0,0,18,64,13,6,MIXED,KA
S07_010,86,117,86,5.023058923,one,ults,ud,Kandi,Arenic,Marine Deposits,WD,250,26124.11135,86.41744186,8.797674419,4.803488372,68.31794872,7.553846153,24.12820513,0.46383,0.37588,5.6268,5.2726,5.1747,5.3238,0.40812,0.10802,4.7988,3.24582,1.78572,1.094562,4.11219,4.21901,0.310959,0.270438,0,0,34,27,33,7,0,21,34,41,4,0,MIXED,MIXED
S07_013,117,86,117,7.188765603,one,ults,ud,Kandi,Grossarenic,Marine Deposits,WD,250,10264.57761,88.43760684,8.481196582,3.081196582,71,6.85,22.15,0.4175,0.39,5.3119,4.8,4.658,4.1,0.29409,0.11,3.0815,4.02,0.561243,0.79,1.89837,4.81,0.259076,0.166,0,0,47,43,0,10,0,0,38,57,0,5,MIXED,KA
S07_014,117,86,117,9.449951151,one,ults,ud,Pale,Grossarenic,Marine Deposits,SPD,74,9999.497602,85.97264966,12.01282053,2.014529917,71.35813953,9.604651162,19.03720931,0.39963,0.34906,5.2925,4.7884,4.2761,3.7768,0.22289,0.12188,2.0166,4.14076,0.31438,0.71016,1.64028,4.85092,0.199508,0.23713,0,0,40,24,0,36,0,0,41,47,0,12,MIXED,MIXED
S07_016,74,129,74,3.087493192,one,ults,ud,Pale,Arenic,Decomposition Residuum,SPD,43,12241.70661,82.57837846,12.32027028,5.101351357,73.71937977,10.53023255,15.75038758,0.38758,0.33665,4.7234,5.3,4.3164,4.331,0.44303,0.05705,5.1066,3.17365,0.131378,0.13635,4.15516,3.31,0.045746,0.042115,0,0,45,41,2,13,0,0,32,59,2,7,MIXED,KA
S07_017,66,137,66,3.571168388,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,86,9484.63443,83.70909091,10.85606061,5.434848485,70.55474445,10.03649634,19.40875911,0.37484,0.35782,5.5013,4.8284,4.7392,4.3664,0.23468,0.08744,5.4353,3.90154,1.12723,1.29566,3.21436,5.19384,0.325899,0.26297,0,0,47,25,1,27,0,0,46,43,2,10,HV,MIXED
S07_018,81,143,81,4.01806963,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,107,11007.08151,83.77530856,11.43827159,4.786419748,71.72867133,9.041958043,19.23216783,0.37346,0.35076,5.346,4.5394,4.6052,4.1826,0.31724,0.03128,4.7862,3.8335,0.9349,1.08928,3.08876,4.92278,0.27395,0.228674,0,0,52,32,0,16,0,0,32,62,0,6,HV,KA
S07_019,36,167,36,2.1442891,two,ults,aqu,Alb,Typic,Marine Deposits,PD,0,8645.216241,36.3,40.85,22.85,23.31377243,27.68922153,48.99700594,0.495,0.42478,4.25,4.6636,3.7,3.3685,2.395,0.37779,22.85,15.88526,0.295,1.77371,17.695,17.65897,0.0205,0.097422,0,0,29,63,0,8,6,0,23,65,0,7,KA,KA
S07_021,84,119,84,3.356843475,one,ults,aqu,Pale,Arenic,Marine Deposits,PD,28,11157.55627,82.89166667,12.26309524,4.845238095,70.93109244,12.80420168,16.26470588,0.39558,0.32319,4.8465,4.8788,4.1514,4.2126,0.86429,0.17681,4.8449,3.45393,0.10795,0.11957,5.10797,3.5735,0.029436,0.033362,0,0,44,47,0,9,0,0,30,67,0,4,MIXED,KA
S07_022,56,119,56,2.788707872,one,ults,aqu,Pale,Plinthic,Marine Deposits,PD,0,15663.41142,77.29285714,13.41607143,9.291071428,60.22016807,13.8697479,25.91008403,0.3668,0.33597,4.5464,4.8403,4.0732,4,1.02428,0.13224,9.2908,6.60103,0.10536,0.18806,7.55908,6.78909,0.01466,0.027821,0,0,53,40,0,7,0,0,46,51,0,3,HV,MIXED
S07_024,137,66,137,4.251724139,one,ults,ud,Pale,Psammentic,Decomposition Residuum,MWD,110,12778.33682,89.74452555,7.927007298,2.328467153,81.6,8.5,9.9,0.37844,0.31,6.1778,5.9,4.5461,4.6,0.21404,0.04,2.3309,4.63,0.29476,0.46,3.01753,5.09,0.086098,0.09,0,0,47,26,1,26,0,0,50,36,2,12,HV,HV
S07_025,127,76,127,4.144338884,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,157,8746.288124,90.48503937,5.965354331,3.28031496,77.35263158,9.052631579,13.59473684,0.42556,0.3279,5.5102,6.1605,4.3269,4.5605,0.15885,0.1463,3.281,5.17045,0.0916,0.1758,3.16019,5.34625,0.02795,0.033715,0,0,52,26,2,20,0,0,45,43,5,8,HV,MIXED
S07_026,15,188,15,4.009812913,one,ults,ud,Pale,Aquic,Marine Deposits,MWD,74,7467.683608,60.5,27.7,11.6,25.75531915,27.73085106,46.51382979,0.51,0.46718,5.3,5.301,3.9,3.992,2.13,0.24512,11.6,13.85696,0.66,0.53292,16.47,14.38988,0.04,0.03711,0,0,20,73,0,7,0,0,14,79,0,8,KA,KA
S07_027,18,185,18,2.44224613,one,ults,ud,Pale,Plinthic,Marine Deposits,WD,122,11220.15724,74.2,15.5,10.3,59.84972973,14.99513514,25.15513514,0.42,0.39085,5.3,5.3838,4.3,4.473,1.26,0.15266,10.3,4.22635,1.45,0.60708,8.26,4.83343,0.176,0.131663,0,0,40,49,0,11,0,0,28,68,0,5,KA,KA
S07_028,32,171,32,2.088813487,two,ults,ud,Pale,Plinthaquic,Marine Deposits,SPD,32,10290.48297,56.53125,26.6,16.86875,41.26432749,23.5,35.23567251,0.49236,0.39767,5.0363,5.3427,4.1354,4.1965,2.09506,0.20746,16.8855,6.99913,0.13763,0.43754,15.48131,7.12067,0.009322,0.060081,0,0,41,49,0,10,0,0,25,71,0,5,MIXED,KA
S08_001,74,129,74,14.12375371,one,alfs,aqu,Endo,Arenic,Solution Residuum,PD,28,33790.48096,96.82567567,2.343243244,0.831081082,84.40620163,3.85581396,11.73798451,0.39687,0.34418,6.9928,7.5947,6.6509,7.1087,0.2836,0.05605,0.8315,0.9908,4.75749,8.88631,5.09419,9.87711,0.682804,0.870356,22,0,10,6,0,63,62,0,13,8,0,17,QZ,SM
S08_004,107,96,107,16.75718389,one,alfs,aqu,Endo,Grossarenic,Solution Residuum,PD,13,32529.16912,98.26728972,1.109345795,0.623364486,85.95520825,3.598958329,10.44583332,0.42066,0.33376,6.6231,6.5792,5.797,5.8,0.32416,0.23768,0.6229,1.36792,0.31932,4.32,0.92388,5.68792,0.402322,0.759936,3,0,5,3,0,91,9,0,12,58,0,21,QZ,KA
S08_005,86,21,96,4.152477764,one,alfs,aqu,Endo,Arenic,Marine Deposits,VPD,0,22300.32851,93.33255814,3.006976743,3.660465116,81.8,3,15.2,0.45436,0.39,5.687,6.9,5.5696,6.9,2.63398,1.01,3.6608,2.58,44.37912,45.89,45.99484,48.47,0.75,0.947,9,0,8,8,0,75,25,0,29,38,0,8,QZ,KA
S08_006,145,58,145,12.79927449,one,ods,aqu,Al,Grossarenic,Paludal Deposits,PD,28,1990.816894,99.20551724,0.224137931,0.570344828,90,2.7,7.3,0.41904,0.46,5.3317,4.1,4.3179,3.3,0.12153,6.23,0.5703,26.06,0.10243,0.73,0.76582,26.79,0.211866,0.027,0,0,0,0,0,100,0,0,20,0,0,80,QZ,QZ
S08_007,94,30,94,3.993930198,one,ods,aqu,Al,Aeric,Solution Residuum,PD,22,3792.392344,96.74893617,1.848936171,1.402127659,92.9,1.5,5.6,0.42826,0.39,5.3893,5.4,4.3394,4.6,0.43885,0.19,1.4,3.95,0.26463,0.2,3.88719,4.15,0.079528,0.048,0,0,17,0,0,84,0,0,33,16,27,24,QZ,MIXED
S08_008,41,94,41,8.795818622,one,alfs,aqu,Endo,Typic,Solution Residuum,VPD,8,37808.34134,97.38780488,1.348780487,1.263414633,86.43723404,2.45,11.11276596,0.3622,0.35993,6.3805,5.2432,5.222,4.271,0.09825,0.10948,1.263,2.83884,0.591,3.75853,0.9792,6.59737,0.55421,0.579684,18,0,17,22,0,43,41,0,19,33,0,8,QZ,MIXED
S09_001,66,74,66,3.341405125,one,ents,psamm,Quartzi,Aquic,Decomposition Residuum,SPD,38,2045.798052,95.09393939,2.575757577,2.33030303,90.22432432,1.989189189,7.786486486,0.41304,0.40554,5.2756,4.5892,4.818,4.4892,0.34645,0.08662,2.3297,2.33498,1.12164,1.0291,3.43963,3.36408,0.331939,0.298322,0,0,59,16,0,25,0,0,40,32,0,29,HV,MIXED
S09_002,109,26,109,10.51172892,one,ods,aqu,Al,Alfic,Decomposition Residuum,SPD,23,560.6609782,98.05504597,0.888990826,1.055963304,86.8,2.1,11.1,0.41491,0.38,5.3838,6,5.1637,6.4,0.25967,0.2,1.0545,2.91,0.69245,4.89,2.5744,7.8,0.264184,0.627,0,0,38,23,0,39,0,0,35,41,0,24,MIXED,MIXED
S09_003,96,107,96,3.133456481,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,250,1131.751496,90.36041667,4.848958334,4.790625,80.68411215,4.304672897,15.01121495,0.4149,0.39935,5,5.1383,4.422,4.4589,0.31662,0.0858,4.7906,6.63657,0.73083,1.87389,6.44899,8.51046,0.113837,0.218683,0,0,50,32,0,19,0,0,36,50,0,14,HV,KA
