ID,TOP_DEP,BOTT_DEP,CRITERIA,ZONE,UI,DISCONT,TOT_SAND,navy,olivedrab,yellow,orange,red,,navy,olivedrab,yellow,orange,red
S37_012,0,8,one,loss,0,no,84.9,0.00,1.77,16.37,60.66,21.20,,0,1.5,13.9,51.5,18
S37_012,8,23,one,loss,0.124,no,85.6,0.00,1.87,17.17,60.75,20.21,,0,1.6,14.7,52,17.3
S37_012,23,48,one,top,0.076,no,84,0.00,1.67,16.55,63.10,18.69,,0,1.4,13.9,53,15.7
S37_012,48,79,one,other,0.105,no,84.3,0.00,1.78,16.49,60.50,21.23,,0,1.5,13.9,51,17.9
S37_012,79,109,one,gain,0.073,no,74.5,0.13,1.74,15.17,60.27,22.68,,0.1,1.3,11.3,44.9,16.9
S37_012,109,132,one,gain,0.04,no,69.4,0.00,2.02,15.85,59.65,22.48,,0,1.4,11,41.4,15.6
S37_012,132,157,one,gain,0.034,no,62.2,0.00,1.93,15.92,59.81,22.35,,0,1.2,9.9,37.2,13.9
S37_012,157,203,one,gain,0.131,no,56.6,0.00,1.77,17.31,60.42,20.49,,0,1,9.8,34.2,11.6
S37_017,0,25,one,loss,0,no,82.3,0.36,6.68,22.72,53.22,17.01,,0.3,5.5,18.7,43.8,14
S37_017,25,48,one,loss,0.058,no,83.4,0.60,6.24,23.14,53.60,16.43,,0.5,5.2,19.3,44.7,13.7
S37_017,48,58,one,loss,0.077,no,84.4,0.71,7.23,24.17,52.13,15.76,,0.6,6.1,20.4,44,13.3
S37_017,58,91,one,loss,0.038,no,83.9,0.72,6.67,23.48,52.32,16.81,,0.6,5.6,19.7,43.9,14.1
S37_017,91,130,one,top,0.144,no,69.7,0.72,6.74,21.81,51.36,19.37,,0.5,4.7,15.2,35.8,13.5
S37_017,130,229,one,gain,0.108,no,68.2,0.88,7.62,24.34,49.27,17.89,,0.6,5.2,16.6,33.6,12.2
S37_018,0,15,one,loss,0,no,91.3,0.22,2.85,12.16,58.49,26.29,,0.2,2.6,11.1,53.4,24
S37_018,15,36,one,loss,0.082,no,92.6,0.22,3.24,12.20,55.83,28.51,,0.2,3,11.3,51.7,26.4
S37_018,36,41,one,top,0.043,no,86.4,0.23,2.78,12.50,56.37,28.13,,0.2,2.4,10.8,48.7,24.3
S37_018,41,51,one,gain,0.079,no,87.4,0.34,3.09,12.93,57.21,26.43,,0.3,2.7,11.3,50,23.1
S37_018,51,66,one,other,0.012,no,89.7,0.22,3.01,12.15,57.30,27.31,,0.2,2.7,10.9,51.4,24.5
S37_018,66,84,one,other,0.012,no,92,0.54,3.80,12.50,54.67,28.48,,0.5,3.5,11.5,50.3,26.2
S37_018,84,99,one,other,0.05,no,91.1,0.44,4.06,13.72,54.67,27.11,,0.4,3.7,12.5,49.8,24.7
S37_018,99,109,one,other,0.064,no,89.1,0.34,3.37,13.24,56.79,26.26,,0.3,3,11.8,50.6,23.4
S37_018,109,203,one,gain,0.139,no,79.8,0.50,4.64,15.29,55.39,24.19,,0.4,3.7,12.2,44.2,19.3
S37_019,0,20,one,loss,0,no,92.7,0.11,2.37,13.81,61.92,21.79,,0.1,2.2,12.8,57.4,20.2
S37_019,20,46,one,loss,0.43,no,88.1,0.34,2.27,11.92,59.25,26.22,,0.3,2,10.5,52.2,23.1
S37_019,46,79,one,loss,0.06,no,87.8,0.11,2.16,11.16,60.59,25.97,,0.1,1.9,9.8,53.2,22.8
S37_019,79,107,one,loss,0.022,no,87.9,0.23,2.84,11.72,59.50,25.71,,0.2,2.5,10.3,52.3,22.6
S37_019,107,135,one,top,0.141,no,77.9,0.26,2.70,10.78,57.64,28.63,,0.2,2.1,8.4,44.9,22.3
S37_019,135,203,one,gain,1.32,yes,53.2,0.00,1.50,7.14,43.61,47.74,,0,0.8,3.8,23.2,25.4
S37_020,0,18,one,loss,0,no,96.6,0.00,1.24,7.45,65.53,25.78,,0,1.2,7.2,63.3,24.9
S37_020,18,43,one,loss,0.034,no,96.6,0.00,1.14,7.45,65.32,26.09,,0,1.1,7.2,63.1,25.2
S37_020,43,71,one,loss,0.047,no,97.3,0.10,1.13,7.19,66.08,25.49,,0.1,1.1,7,64.3,24.8
S37_020,71,76,one,loss,0.304,no,89.2,0.00,1.23,7.29,64.69,26.79,,0,1.1,6.5,57.7,23.9
S37_020,76,89,one,loss,0.123,no,92.9,0.00,1.18,6.89,65.23,26.70,,0,1.1,6.4,60.6,24.8
S37_020,89,119,one,loss,0.081,no,95.2,0.00,1.26,6.93,65.86,25.95,,0,1.2,6.6,62.7,24.7
S37_020,119,132,one,loss,0.044,no,95.7,0.00,1.57,7.21,64.37,26.85,,0,1.5,6.9,61.6,25.7
S37_020,132,137,one,loss,0.068,no,93.4,0.11,1.61,7.49,65.85,24.95,,0.1,1.5,7,61.5,23.3
S37_020,137,173,one,top,0.932,yes,76,0.00,1.32,7.89,50.53,40.26,,0,1,6,38.4,30.6
S37_020,173,203,one,gain,0.054,no,73.4,0.00,1.36,7.36,50.14,41.14,,0,1,5.4,36.8,30.2
S37_022,0,18,one,loss,0,no,96.2,0.10,0.62,2.81,74.22,22.25,,0.1,0.6,2.7,71.4,21.4
S37_022,18,61,one,loss,1.683,yes,94.8,0.00,0.53,2.53,53.48,43.46,,0,0.5,2.4,50.7,41.2
S37_022,61,102,one,loss,0.208,no,95.7,0.00,0.42,2.51,59.14,37.93,,0,0.4,2.4,56.6,36.3
S37_022,102,150,one,loss,0.04,no,97.7,0.10,0.41,2.25,59.47,37.77,,0.1,0.4,2.2,58.1,36.9
S37_022,150,180,one,top,0.369,no,81.2,0.00,0.49,2.96,52.96,43.60,,0,0.4,2.4,43,35.4
S37_022,180,239,one,gain,0.015,no,76.4,0.00,0.79,3.93,50.79,44.50,,0,0.6,3,38.8,34
S37_025,0,18,one,loss,0,no,89,0.11,1.80,16.52,67.87,13.71,,0.1,1.6,14.7,60.4,12.2
S37_025,18,36,one,loss,0.344,no,88.7,0.11,2.14,15.67,63.59,18.49,,0.1,1.9,13.9,56.4,16.4
S37_025,36,53,one,loss,0.031,no,88.5,0.11,2.03,15.37,64.18,18.31,,0.1,1.8,13.6,56.8,16.2
S37_025,53,94,one,loss,0.024,no,87.3,0.11,2.18,16.15,63.34,18.21,,0.1,1.9,14.1,55.3,15.9
S37_025,94,124,one,top,0.203,no,70,0.29,2.57,16.29,59.71,21.14,,0.2,1.8,11.4,41.8,14.8
S37_025,124,162,one,gain,0.138,no,62,0.00,1.94,16.77,62.26,19.03,,0,1.2,10.4,38.6,11.8
S37_025,162,203,one,gain,0.066,no,57.2,0.00,1.75,16.08,62.94,19.23,,0,1,9.2,36,11
S37_026,0,8,one,loss,0,no,88.8,0.11,2.93,15.20,62.16,19.59,,0.1,2.6,13.5,55.2,17.4
S37_026,8,15,one,loss,0.026,no,87.4,0.23,3.09,15.90,62.01,18.76,,0.2,2.7,13.9,54.2,16.4
S37_026,15,56,one,loss,0.054,no,86.5,0.12,3.24,16.18,62.77,17.69,,0.1,2.8,14,54.3,15.3
S37_026,56,74,one,top,0.079,no,82.3,0.12,2.92,16.40,62.09,18.47,,0.1,2.4,13.5,51.1,15.2
S37_026,74,99,one,gain,0.096,no,68.4,0.29,4.09,19.01,65.79,10.82,,0.2,2.8,13,45,7.4
S37_026,99,142,one,gain,0.067,no,68.6,0.29,3.50,16.62,61.22,18.37,,0.2,2.4,11.4,42,12.6
S37_026,142,203,one,gain,0.336,no,55.2,0.36,3.26,15.94,60.51,19.93,,0.2,1.8,8.8,33.4,11
S37_027,0,18,one,loss,0,no,64.8,0.00,0.93,8.49,54.17,36.42,,0,0.6,5.5,35.1,23.6
S37_027,18,28,one,loss,0.173,no,73.6,0.27,1.36,8.15,49.73,40.49,,0.2,1,6,36.6,29.8
S37_027,28,41,one,loss,0.169,no,75.5,0.13,1.06,7.55,53.25,38.01,,0.1,0.8,5.7,40.2,28.7
S37_027,41,53,one,top,0.185,no,69,0.00,1.16,7.83,49.28,41.74,,0,0.8,5.4,34,28.8
S37_027,53,109,one,gain,0.018,no,64.8,0.00,1.85,9.88,46.91,41.36,,0,1.2,6.4,30.4,26.8
S37_027,109,150,one,gain,0.09,no,57.2,0.35,1.75,9.09,44.41,44.41,,0.2,1,5.2,25.4,25.4
S37_027,150,203,one,gain,0.086,no,51,0.39,1.96,9.41,43.53,44.71,,0.2,1,4.8,22.2,22.8
S37_029,0,13,one,loss,0,no,88.7,0.00,1.01,8.68,65.05,25.25,,0,0.9,7.7,57.7,22.4
S37_029,13,30,one,loss,0.108,no,89.4,0.00,1.12,8.95,68.57,21.36,,0,1,8,61.3,19.1
S37_029,30,53,one,loss,0.02,no,91.1,0.11,0.99,8.89,67.07,22.94,,0.1,0.9,8.1,61.1,20.9
S37_029,53,66,one,loss,0.118,no,91.4,0.00,1.09,10.50,63.24,25.16,,0,1,9.6,57.8,23
S37_029,66,81,one,top,0.295,no,66.6,0.00,0.90,8.71,61.26,29.13,,0,0.6,5.8,40.8,19.4
S37_029,81,137,one,gain,0.211,no,67.8,0.00,0.88,7.67,61.06,30.38,,0,0.6,5.2,41.4,20.6
S37_029,137,203,one,gain,0.229,no,67.4,0.00,0.59,7.12,61.42,30.86,,0,0.4,4.8,41.4,20.8
S37_030,0,15,one,loss,0,no,91.6,0.22,2.62,13.65,59.17,24.34,,0.2,2.4,12.5,54.2,22.3
S37_030,15,38,one,loss,0.071,no,90.5,0.22,2.65,13.48,58.90,24.75,,0.2,2.4,12.2,53.3,22.4
S37_030,38,58,one,loss,0.056,no,89.9,0.22,2.67,11.79,59.96,25.36,,0.2,2.4,10.6,53.9,22.8
S37_030,58,76,one,loss,0.07,no,89.9,0.33,2.89,12.24,61.18,23.36,,0.3,2.6,11,55,21
S37_030,76,91,one,loss,0.089,no,89.3,0.34,3.02,12.54,59.01,25.08,,0.3,2.7,11.2,52.7,22.4
S37_030,91,117,one,loss,0.066,no,91,0.22,2.97,11.32,60.22,25.27,,0.2,2.7,10.3,54.8,23
S37_030,117,140,one,top,0.066,no,86.6,0.23,2.42,10.74,60.05,26.56,,0.2,2.1,9.3,52,23
S37_030,140,173,one,gain,0.082,no,77.8,0.26,3.34,13.37,56.81,26.22,,0.2,2.6,10.4,44.2,20.4
S37_030,173,203,one,gain,0.104,no,74,0.27,2.70,12.16,59.19,25.68,,0.2,2,9,43.8,19
S37_031,0,15,two,loss,0,no,57.5,0.00,0.52,2.43,29.91,67.13,,0,0.3,1.4,17.2,38.6
S37_031,15,30,two,top,0.297,no,46.6,0.00,0.43,2.15,27.90,69.53,,0,0.2,1,13,32.4
S37_031,30,71,two,gain,0.032,no,26.4,0.00,0.76,2.27,29.55,67.42,,0,0.2,0.6,7.8,17.8
S37_031,71,89,two,gain,0.022,no,27.6,0.00,0.72,2.17,29.71,67.39,,0,0.2,0.6,8.2,18.6
S37_031,89,127,two,gain,0.192,no,31.4,0.00,0.64,3.18,32.48,63.69,,0,0.2,1,10.2,20
S37_031,127,162,two,gain,0.199,no,39.6,0.00,0.51,2.02,37.37,60.10,,0,0.2,0.8,14.8,23.8
S37_031,162,203,two,gain,0.13,no,42,0.00,0.00,1.43,40.48,58.10,,0,0,0.6,17,24.4
S38_002,0,13,one,loss,0,no,95.9,0.00,0.52,12.51,67.88,19.08,,0,0.5,12,65.1,18.3
S38_002,13,23,one,loss,0.013,no,97.3,0.00,0.51,11.92,67.63,19.94,,0,0.5,11.6,65.8,19.4
S38_002,23,48,one,loss,0.067,no,98,0.00,0.51,11.53,68.78,19.18,,0,0.5,11.3,67.4,18.8
S38_002,48,58,one,loss,0.165,no,93.8,0.00,0.43,11.09,68.12,20.36,,0,0.4,10.4,63.9,19.1
S38_002,58,71,one,top,0.1,no,94.1,0.00,0.53,11.90,68.23,19.34,,0,0.5,11.2,64.2,18.2
S38_002,71,145,one,other,0.043,no,96.7,0.00,0.52,10.96,67.84,20.68,,0,0.5,10.6,65.6,20
S38_002,145,203,one,other,0.409,no,99.5,0.00,0.20,6.13,79.60,14.07,,0,0.2,6.1,79.2,14
S38_003,0,28,one,loss,0,no,92.9,1.18,3.66,16.90,52.64,25.62,,1.1,3.4,15.7,48.9,23.8
S38_003,28,68,one,loss,0.125,no,94.8,1.05,3.27,16.67,54.85,24.16,,1,3.1,15.8,52,22.9
S38_003,68,89,one,loss,0.079,no,95.6,1.57,3.56,15.59,53.45,25.84,,1.5,3.4,14.9,51.1,24.7
S38_003,89,152,one,top,0.085,no,81.6,0.49,3.43,17.65,51.96,26.47,,0.4,2.8,14.4,42.4,21.6
S38_003,152,162,one,gain,0.354,no,77.6,0.26,2.32,17.01,62.11,18.30,,0.2,1.8,13.2,48.2,14.2
S38_004,0,18,one,loss,0,no,93.5,0.21,2.03,13.58,53.69,30.48,,0.2,1.9,12.7,50.2,28.5
S38_004,18,43,one,loss,0.049,no,93,0.11,1.83,13.23,53.44,31.40,,0.1,1.7,12.3,49.7,29.2
S38_004,43,79,one,top,0.214,no,78,1.03,3.59,14.36,46.41,34.62,,0.8,2.8,11.2,36.2,27
S38_004,79,112,one,gain,0.382,no,82.8,0.00,1.21,12.08,42.03,44.69,,0,1,10,34.8,37
S38_004,112,203,one,gain,0.536,no,89.8,0.11,2.00,14.14,56.90,26.84,,0.1,1.8,12.7,51.1,24.1
S38_005,0,20,one,loss,0,no,93.8,0.11,2.77,18.12,55.76,23.24,,0.1,2.6,17,52.3,21.8
S38_005,20,53,one,loss,0.002,no,94.9,0.00,2.53,17.18,56.59,23.71,,0,2.4,16.3,53.7,22.5
S38_005,53,81,one,loss,0.095,no,95.2,0.11,2.21,16.39,55.57,25.74,,0.1,2.1,15.6,52.9,24.5
S38_005,81,127,one,loss,0.122,no,96,0.10,2.50,17.50,56.56,23.33,,0.1,2.4,16.8,54.3,22.4
S38_005,127,155,one,top,0.176,no,78.2,0.00,2.56,19.69,52.43,25.32,,0,2,15.4,41,19.8
S38_005,155,173,one,gain,0.25,no,76,0.00,2.63,23.95,53.42,20.00,,0,2,18.2,40.6,15.2
S38_005,173,203,one,gain,0.364,no,73,0.00,2.47,27.40,57.26,12.88,,0,1.8,20,41.8,9.4
S38_006,0,13,one,loss,0,no,97.2,0.10,2.78,17.70,65.53,13.89,,0.1,2.7,17.2,63.7,13.5
S38_006,13,36,one,loss,0.035,no,97.3,0.21,3.19,18.09,65.36,13.16,,0.2,3.1,17.6,63.6,12.8
S38_006,36,68,one,loss,0.056,no,97.3,0.10,2.88,16.86,66.29,13.87,,0.1,2.8,16.4,64.5,13.5
S38_006,68,89,one,top,0.182,no,66.2,0.30,2.57,19.94,64.35,12.84,,0.2,1.7,13.2,42.6,8.5
S38_017,0,10,one,loss,0,no,90.3,0.00,0.55,13.62,72.31,13.51,,0,0.5,12.3,65.3,12.2
S38_017,10,23,one,loss,0.074,no,93.7,0.21,0.75,13.45,73.00,12.59,,0.2,0.7,12.6,68.4,11.8
S38_017,23,46,one,top,0.379,no,61,0.49,0.98,14.10,73.61,10.82,,0.3,0.6,8.6,44.9,6.6
S38_018,0,10,one,loss,0,no,95.7,0.00,0.21,7.31,50.57,41.80,,0,0.2,7,48.4,40
S38_018,10,46,one,loss,0.009,no,96.7,0.00,0.31,6.62,51.09,41.99,,0,0.3,6.4,49.4,40.6
S38_018,46,53,one,loss,0.039,no,92.9,0.00,0.43,6.78,53.18,39.61,,0,0.4,6.3,49.4,36.8
S38_018,53,69,one,top,0.422,no,93.4,0.00,0.43,7.17,63.81,28.59,,0,0.4,6.7,59.6,26.7
S38_018,69,79,one,other,0.443,no,93.1,0.00,0.43,6.44,56.39,36.73,,0,0.4,6,52.5,34.2
S38_018,79,81,one,other,0,no,93.1,0.00,0.43,6.44,56.39,36.73,,0,0.4,6,52.5,34.2
S38_018,81,119,one,gain,0.302,no,72.1,0.00,0.42,7.63,50.07,41.89,,0,0.3,5.5,36.1,30.2
S38_018,119,155,one,gain,0.102,no,75,0.00,0.40,7.73,51.33,40.53,,0,0.3,5.8,38.5,30.4
S38_018,155,203,one,gain,0.423,no,89.4,0.00,0.45,9.73,61.07,28.75,,0,0.4,8.7,54.6,25.7
S38_020,0,10,one,loss,0,no,96.2,0.00,0.21,13.10,78.79,7.90,,0,0.2,12.6,75.8,7.6
S38_020,10,20,one,top,0.244,no,94.3,0.00,0.32,11.24,79.75,8.70,,0,0.3,10.6,75.2,8.2
S38_020,20,45,one,other,0.19,no,96.1,0.00,0.21,11.03,79.50,9.26,,0,0.2,10.6,76.4,8.9
S38_020,45,101,one,other,0.112,no,96.6,0.00,0.31,11.80,79.40,8.49,,0,0.3,11.4,76.7,8.2
S38_020,101,137,one,other,0.033,no,97,0.00,0.21,11.03,79.90,8.87,,0,0.2,10.7,77.5,8.6
S38_020,137,158,one,gain,0.046,no,90.5,0.00,0.33,10.61,80.33,8.73,,0,0.3,9.6,72.7,7.9
S38_020,158,203,one,gain,0.073,no,77.8,0.00,0.39,12.08,80.46,7.07,,0,0.3,9.4,62.6,5.5
S38_022,0,28,one,loss,0,no,92.2,0.00,1.63,22.99,59.65,15.73,,0,1.5,21.2,55,14.5
S38_022,28,43,one,loss,0.032,no,92.4,0.00,1.73,23.16,59.09,15.91,,0,1.6,21.4,54.6,14.7
S38_022,43,58,one,loss,0.129,no,87.1,0.11,1.95,22.85,61.08,14.01,,0.1,1.7,19.9,53.2,12.2
S38_022,58,76,one,top,0.452,no,68.6,0.00,1.75,18.95,57.14,22.16,,0,1.2,13,39.2,15.2
S38_022,76,104,one,gain,0.653,no,73.2,0.00,1.23,15.57,49.18,34.02,,0,0.9,11.4,36,24.9
S38_022,104,147,one,gain,0.418,no,71.6,0.00,1.68,21.65,55.73,20.95,,0,1.2,15.5,39.9,15
S38_022,147,155,one,gain,0.789,no,85.1,0.00,4.35,45.95,46.18,4.70,,0,3.7,39.1,39.3,4
S38_022,155,203,one,gain,1.39,yes,70.6,0.00,1.98,24.79,64.02,9.21,,0,1.4,17.5,45.2,6.5
S38_023,0,18,one,loss,0,no,93,0.00,2.04,23.12,59.68,15.05,,0,1.9,21.5,55.5,14
S38_023,18,71,one,loss,0.13,no,96,0.00,2.19,25.21,58.44,14.17,,0,2.1,24.2,56.1,13.6
S38_023,71,84,one,top,0.177,no,84,0.00,2.74,24.64,58.81,13.81,,0,2.3,20.7,49.4,11.6
S38_023,84,117,one,gain,0.009,no,77.2,0.13,3.63,26.55,55.96,13.73,,0.1,2.8,20.5,43.2,10.6
S38_023,117,152,one,gain,0.094,no,69.3,0.14,4.18,30.59,52.96,12.12,,0.1,2.9,21.2,36.7,8.4
S38_023,152,170,one,gain,1.25,yes,57.8,0.00,2.25,13.15,59.86,24.74,,0,1.3,7.6,34.6,14.3
S38_023,170,203,one,gain,0.236,no,56,0.00,1.25,10.89,59.64,28.21,,0,0.7,6.1,33.4,15.8
S38_024,0,18,one,loss,0,no,92.5,0.11,1.95,21.73,63.35,12.86,,0.1,1.8,20.1,58.6,11.9
S38_024,18,36,one,loss,0.252,no,90.5,0.11,1.66,17.68,65.30,15.25,,0.1,1.5,16,59.1,13.8
S38_024,36,46,one,top,0.472,no,55.4,0.18,1.81,17.69,63.18,17.15,,0.1,1,9.8,35,9.5
S38_024,46,79,one,gain,0.042,no,44.2,0.00,1.36,19.23,62.67,16.74,,0,0.6,8.5,27.7,7.4
S38_024,79,104,one,gain,0.199,no,37.3,0.27,1.61,19.03,61.93,17.16,,0.1,0.6,7.1,23.1,6.4
S38_024,104,135,one,gain,0.958,yes,14.8,0.00,1.35,20.27,64.86,13.51,,0,0.2,3,9.6,2
S38_025,0,20,one,loss,0,no,93.3,0.00,1.61,18.33,67.85,12.22,,0,1.5,17.1,63.3,11.4
S38_025,20,28,one,loss,0.238,no,91.6,0.00,1.20,16.59,68.89,13.32,,0,1.1,15.2,63.1,12.2
S38_025,28,38,one,top,0.099,no,80.8,0.00,1.86,18.94,65.97,13.24,,0,1.5,15.3,53.3,10.7
S38_026,0,18,one,loss,0,no,94,0.00,1.38,13.62,70.32,14.57,,0,1.3,12.8,66.1,13.7
S38_026,18,58,one,loss,0.003,no,94.7,0.00,1.06,12.46,72.02,14.47,,0,1,11.8,68.2,13.7
S38_026,58,107,one,loss,0.096,no,95.5,0.00,1.68,12.04,72.67,13.61,,0,1.6,11.5,69.4,13
S38_026,107,145,one,loss,0.117,no,96.1,0.00,1.46,11.13,71.80,15.61,,0,1.4,10.7,69,15
S38_026,145,175,one,top,0.142,no,73.4,0.00,0.68,12.40,71.80,15.12,,0,0.5,9.1,52.7,11.1
S38_026,175,203,one,gain,0.313,no,48,0.00,1.25,13.33,70.42,15.00,,0,0.6,6.4,33.8,7.2
S38_028,0,8,one,loss,0,no,90.3,0.00,0.22,6.64,61.57,31.56,,0,0.2,6,55.6,28.5
S38_028,8,15,one,loss,0.004,no,88.9,0.00,0.22,6.52,63.10,30.15,,0,0.2,5.8,56.1,26.8
S38_028,15,38,one,top,0.488,no,52.8,0.00,0.19,7.39,59.85,32.58,,0,0.1,3.9,31.6,17.2
S38_028,38,58,one,gain,5.508,yes,48.8,0.41,5.74,8.61,15.16,70.08,,0.2,2.8,4.2,7.4,34.2
S38_029,0,20,one,loss,0,no,86.1,0.00,1.63,17.42,64.34,16.61,,0,1.4,15,55.4,14.3
S38_029,20,74,one,top,0.295,no,59.9,0.17,2.00,17.36,62.77,17.70,,0.1,1.2,10.4,37.6,10.6
S38_029,74,104,one,gain,0.015,no,59.2,0.17,1.69,18.24,62.50,17.40,,0.1,1,10.8,37,10.3
S38_029,104,137,one,gain,0.031,no,63,0.00,1.90,17.78,62.54,17.78,,0,1.2,11.2,39.4,11.2
S38_029,137,170,one,gain,0.163,no,61.1,0.33,1.80,17.51,61.37,18.99,,0.2,1.1,10.7,37.5,11.6
S38_029,170,203,one,gain,0.022,no,61.6,0.16,1.62,16.23,62.50,19.48,,0.1,1,10,38.5,12
S40_001,0,28,one,loss,0,no,86.9,2.65,27.16,40.85,23.71,5.64,,2.3,23.6,35.5,20.6,4.9
S40_001,28,56,one,top,0.249,no,85.8,3.38,28.32,39.74,23.31,5.24,,2.9,24.3,34.1,20,4.5
S40_001,56,79,one,other,0.57,no,84.3,2.61,26.93,39.38,24.67,6.41,,2.2,22.7,33.2,20.8,5.4
S40_001,79,147,one,other,0.032,no,84.9,1.88,22.97,36.63,30.27,8.24,,1.6,19.5,31.1,25.7,7
S40_001,147,193,one,other,0.304,no,87.2,2.41,25.34,38.42,27.52,6.31,,2.1,22.1,33.5,24,5.5
S40_001,193,203,one,gain,0.262,no,89.1,2.13,23.68,40.07,28.06,6.06,,1.9,21.1,35.7,25,5.4
S40_002,0,15,one,loss,0,no,83.4,0.48,7.07,30.82,47.48,14.15,,0.4,5.9,25.7,39.6,11.8
S40_002,15,38,one,loss,0.459,no,80.6,0.37,5.33,26.05,49.63,18.61,,0.3,4.3,21,40,15
S40_002,38,66,one,top,0.189,no,79.8,0.50,6.27,26.07,49.62,17.54,,0.4,5,20.8,39.6,14
S40_002,66,112,one,gain,0.025,no,67.8,0.59,7.96,26.84,47.20,17.40,,0.4,5.4,18.2,32,11.8
S40_002,112,157,one,gain,0.058,no,63.6,0.31,5.97,28.30,48.74,16.67,,0.2,3.8,18,31,10.6
S40_002,157,203,one,gain,0.013,no,65,0.31,6.46,30.15,47.38,15.69,,0.2,4.2,19.6,30.8,10.2
S40_004,0,18,one,loss,0,no,91.5,0.00,1.64,32.79,57.49,8.09,,0,1.5,30,52.6,7.4
S40_004,18,36,one,loss,0.546,no,86.5,0.12,1.97,34.34,54.91,8.67,,0.1,1.7,29.7,47.5,7.5
S40_004,36,48,one,top,0.341,no,60.8,0.00,1.97,26.32,59.87,11.84,,0,1.2,16,36.4,7.2
S40_004,48,76,one,gain,0.275,no,50.2,0.00,0.80,16.33,75.70,7.17,,0,0.4,8.2,38,3.6
S40_004,76,119,one,gain,0.751,no,36.6,0.00,1.09,16.39,77.05,5.46,,0,0.4,6,28.2,2
S40_004,119,137,one,gain,0.704,no,46,0.00,0.43,8.70,88.70,2.17,,0,0.2,4,40.8,1
S40_004,137,203,one,gain,0.275,no,54.2,0.00,0.37,17.34,80.44,1.85,,0,0.2,9.4,43.6,1
S40_005,0,18,one,loss,0,no,81,0.74,8.27,29.51,45.31,16.17,,0.6,6.7,23.9,36.7,13.1
S40_005,18,46,one,top,0.767,no,42,0.95,8.57,28.10,44.76,17.62,,0.4,3.6,11.8,18.8,7.4
S40_005,46,61,one,gain,0.061,no,31.2,0.64,7.69,29.49,42.95,19.23,,0.2,2.4,9.2,13.4,6
S40_005,61,79,one,gain,0.242,no,26.2,0.76,6.87,26.72,41.22,24.43,,0.2,1.8,7,10.8,6.4
S40_005,79,112,one,gain,0.266,no,24.4,0.82,4.92,22.13,39.34,32.79,,0.2,1.2,5.4,9.6,8
S40_005,112,157,one,gain,0.57,no,24.2,0.83,4.13,17.36,33.88,43.80,,0.2,1,4.2,8.2,10.6
S40_005,157,203,one,gain,1.195,yes,37.4,0.00,1.07,4.28,26.20,68.45,,0,0.4,1.6,9.8,25.6
S40_007,0,28,one,loss,0,no,88.7,1.35,9.36,33.03,47.01,9.24,,1.2,8.3,29.3,41.7,8.2
S40_007,28,61,one,loss,0.403,no,84,1.67,9.29,29.52,48.33,11.19,,1.4,7.8,24.8,40.6,9.4
S40_007,61,86,one,top,0.131,no,73.8,3.25,11.65,25.20,47.70,12.20,,2.4,8.6,18.6,35.2,9
S40_007,86,122,one,gain,0.212,no,72.6,2.48,10.74,28.37,47.11,11.29,,1.8,7.8,20.6,34.2,8.2
S40_007,122,162,one,gain,0.139,no,72.8,1.65,11.54,31.59,45.33,9.89,,1.2,8.4,23,33,7.2
S40_007,162,203,one,gain,0.092,no,65.6,1.83,11.59,33.54,43.90,9.15,,1.2,7.6,22,28.8,6
S40_008,0,23,one,loss,0,no,87.5,0.91,6.97,21.60,58.06,12.46,,0.8,6.1,18.9,50.8,10.9
S40_008,23,30,one,loss,0.003,no,87.8,0.91,6.15,20.05,59.91,12.98,,0.8,5.4,17.6,52.6,11.4
S40_008,30,53,one,top,0.065,no,61.6,0.97,8.12,24.03,56.49,10.39,,0.6,5,14.8,34.8,6.4
S40_008,53,79,one,gain,0.057,no,59,1.02,7.80,24.41,57.29,9.49,,0.6,4.6,14.4,33.8,5.6
S40_008,79,96,one,gain,0.1,no,67.6,0.30,4.44,20.12,65.68,9.47,,0.2,3,13.6,44.4,6.4
S40_008,96,155,one,gain,0.03,no,64.8,0.00,1.85,14.51,75.00,8.64,,0,1.2,9.4,48.6,5.6
S40_008,155,188,one,gain,0.032,no,64.4,0.00,0.31,10.56,80.43,8.70,,0,0.2,6.8,51.8,5.6
S40_008,188,203,one,gain,0.01,no,64.6,0.00,0.00,10.22,81.73,8.05,,0,0,6.6,52.8,5.2
S40_009,0,20,one,loss,0,no,91.7,2.29,12.98,36.97,38.50,9.27,,2.1,11.9,33.9,35.3,8.5
S40_009,20,58,one,loss,0.147,no,89.8,1.56,13.81,36.08,38.98,9.58,,1.4,12.4,32.4,35,8.6
S40_009,58,86,one,loss,0.046,no,90,1.33,13.11,31.78,42.89,10.89,,1.2,11.8,28.6,38.6,9.8
S40_009,86,112,one,loss,0.04,no,88.4,2.26,13.35,30.09,44.34,9.95,,2,11.8,26.6,39.2,8.8
S40_009,112,157,one,top,0.081,no,79.8,2.51,15.54,32.08,40.10,9.77,,2,12.4,25.6,32,7.8
S40_009,157,185,one,gain,0.046,no,85.4,2.58,12.65,32.79,41.69,10.30,,2.2,10.8,28,35.6,8.8
S40_009,185,203,one,gain,0.05,no,86.8,2.53,14.29,34.33,39.63,9.22,,2.2,12.4,29.8,34.4,8
S40_011,0,20,one,loss,0,no,92,1.20,10.65,33.37,44.78,10.00,,1.1,9.8,30.7,41.2,9.2
